id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,norm_cpu
9859,78000.0,2020 03 14T17:38:20.000Z,EZZOUAR,BON TAT,VIVOBOOK,NVIDIA GEFORCE GT 920MX,INTEL CORE I7 6500U,8GB,,1TB,15.0,,,,i7 6500u
9860,78000.0,2025 04 19T21:55:53.000Z,CONSTANTINE,BON TAT,,NVIDIA GEFORCE GTX 970,INTEL CORE I7 5700HQ,16GB,120GB,,17.0,,,,i7 5700hq
9861,78000.0,2025 08 02T09:31:14.000Z,DAR EL BEIDA,BON TAT,LATITUDE,,INTEL CORE I7 1185G7,16GB,512GB,,13.3,,,,i7 1185g7
9862,78000.0,2023 01 19T18:44:17.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 8350U,16GB,256GB,,12.5,,1920x1080 FHD,DDR4,i5 8350u
9863,78000.0,2022 12 03T18:14:59.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE I5 8250U,8GB,256GB,,14.0,,1920x1080,DDR4,i5 8250u
9864,78000.0,2022 12 13T13:24:29.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I5 8250U,8GB,256GB,,14.0,,,DDR4,i5 8250u
9865,78000.0,2024 08 05T10:56:21.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,NVIDIA QUADRO M520,INTEL CORE I5 7300U,8GB,,500GB,15.6,,1920x1080,DDR4,i5 7300u
9866,78000.0,2023 01 07T14:40:10.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE I5 7300U,8GB,256GB,,13.3,,1920x1080,DDR4,i5 7300u
9867,78000.0,2023 01 22T15:26:10.000Z,ALGER CENTRE,,ELITEBOOK,,INTEL CORE I5 7300U,8GB,256GB,,13.3,,1920x1080,DDR4,i5 7300u
9868,78000.0,2019 10 26T09:28:12.000Z,EZZOUAR,BON TAT,THINKPAD,,INTEL CORE I5 7300U,8GB,256GB,,14.0,,,,i5 7300u
9869,78000.0,2024 10 14T15:02:50.000Z,AIN NAADJA,,OMEN,NVIDIA GEFORCE GTX 1050,INTEL CORE I5 7300HQ,8GB,1TB,,17.3,,1920x1080,DDR4,i5 7300hq
9870,78000.0,2023 01 17T08:28:38.000Z,EZZOUAR,BON TAT,ZBOOK,AMD FIREPRO W4190,INTEL CORE I5 7200U,8GB,256GB,,15.6,,,,i5 7200u
9871,78000.0,2022 11 27T13:45:58.000Z,EZZOUAR,BON TAT,SURFACE,,INTEL CORE I5 7200U,8GB,256GB,,14.0,,,,i5 7200u
9872,78000.0,2022 11 15T15:08:17.000Z,EZZOUAR,BON TAT,MACBOOK,,INTEL CORE I5 5257U,8GB,256GB,,13.0,,,,i5 5257u
9873,78000.0,2019 06 20T22:36:53.000Z,EZZOUAR,BON TAT,VIVOBOOK,NVIDIA GEFORCE GTX 950,INTEL CORE I5 4200H,8GB,256GB,,15.0,,,,i5 4200h
9874,78000.0,2024 11 13T18:11:02.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,INTEL CORE I5 2.3GHZ,8GB,256GB,,,,,,i5 2 3ghz
9875,78000.0,2025 04 08T09:24:56.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I5 1245U,16GB,256GB,,13.3,,1920x1080,DDR4,i5 1245u
9876,78000.0,2025 08 11T11:36:40.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 1145G7,16GB,512GB,,14.0,,1920x1080 FHD,DDR4,i5 1145g7
9877,78000.0,2024 09 08T15:24:32.000Z,BORDJ EL KIFFAN,BON TAT,LATITUDE,,INTEL CORE I5 1145G7,16GB,512GB,,,,,,i5 1145g7
9878,78000.0,2024 12 10T09:25:26.000Z,EZZOUAR,,TRAVELMATE,,INTEL CORE I5 1135G7,16GB,512GB,,15.6,,1920x1080,DDR4,i5 1135g7
9879,78000.0,2024 10 23T14:34:55.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1135G7,16GB,256GB,,15.6,,1920x1080 FHD,DDR4X,i5 1135g7
9880,78000.0,2025 08 05T10:31:40.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 1135G7,8GB,256GB,,15.6,,1920x1080 FHD,DDR4,i5 1135g7
9881,78000.0,2025 08 11T08:12:33.000Z,EZZOUAR,BON TAT,,,INTEL CORE I5 1135G7,16GB,256GB,,15.6,,1920x1080 FHD,DDR4,i5 1135g7
9882,78000.0,2025 07 30T12:20:59.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE I5 1135G7,16GB,512GB,,,,,,i5 1135g7
9883,78000.0,2025 08 04T17:52:49.000Z,ALGER CENTRE,JAMAIS UTILIS,PROBOOK,,INTEL CORE I5 1135G7,16GB,256GB,,15.6,,1920x1080,DDR4X,i5 1135g7
9884,78000.0,2024 09 27T18:14:17.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I5 1135G7,8GB,256GB,,14.0,,1920x1080,DDR4X,i5 1135g7
9885,78000.0,2025 07 23T16:56:36.000Z,KOUBA,,THINKBOOK,,INTEL CORE I5 1135G7,8GB,256GB,,15.6,,,,i5 1135g7
9886,78000.0,2025 07 20T16:30:44.000Z,EZZOUAR,BON TAT,ELITEBOOK,,INTEL CORE I5 1135G,8GB,256GB,,,,,,i5 1135g
9887,78000.0,2025 03 08T21:25:47.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,NVIDIA QUADRO P620,INTEL CORE I5 10310U VPRO,16GB,512GB,,,,,,i5 10310u vpro
9888,78000.0,2025 08 08T09:23:22.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE I5 10310U,16GB,256GB,,15.0,,1920x1080,DDR4,i5 10310u
9889,78000.0,2025 03 08T14:23:41.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I5 10310U,16GB,256GB,,14.0,,,DDR4,i5 10310u
9890,78000.0,2025 05 27T11:38:21.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE I5 10210U,16GB,256GB,,13.0,,,,i5 10210u
9891,78000.0,2024 08 11T10:35:55.000Z,KOUBA,BON TAT,MACBOOK,,INTEL CORE I5,8GB,256GB,,13.0,,,,i5
9892,78000.0,2025 02 23T08:55:40.000Z,BORDJ EL BAHRI,,MACBOOK,,INTEL CORE I5,8GB,256GB,,13.0,,,,i5
9893,78000.0,2025 03 24T09:27:00.000Z,DAR EL BEIDA,JAMAIS UTILIS,,,INTEL CORE I3 3217,4GB,128GB,,15.0,,,,i3 3217
9894,78000.0,2025 04 16T13:02:25.000Z,CHERAGA,JAMAIS UTILIS,THINKPAD,,INTEL CORE I3 1005G1,4GB,,1TB,14.0,,1920x1080,DDR4,i3 1005g1
9895,78000.0,2025 03 16T09:04:38.000Z,BIR EL DJIR,,MAC,APPLE 8-CORE GPU,APPLE M1,8GB,256GB,,,,,,apple m1
9896,78000.0,2025 07 12T12:38:17.000Z,EZZOUAR,,PROBOOK,,AMD RYZEN 7 PRO 5850U,16GB,256GB,,13.0,,,,amd ryzen 7 pro 5850u
9897,78000.0,2025 08 09T19:17:36.000Z,EZZOUAR,,PROBOOK,,AMD RYZEN 7 PRO 4750U,16GB,256GB,,13.3,,1920x1080,DDR4,amd ryzen 7 pro 4750u
9898,78000.0,2025 01 01T06:10:48.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 7 PRO 4750U,16GB,256GB,,14.1,,1920x1080,DDR4,amd ryzen 7 pro 4750u
9899,78000.0,2025 02 02T11:55:06.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 7 4750U,16GB,256GB,,14.0,,,,amd ryzen 7 4750u
9900,78000.0,2025 07 26T11:41:11.000Z,BORDJ EL KIFFAN,,THINKPAD,,AMD RYZEN 5 PRO 6650U,16GB,256GB,,14.0,,,,amd ryzen 5 pro 6650u
9901,78000.0,2024 08 07T13:55:35.000Z,EZZOUAR,BON TAT,ELITEBOOK,,AMD RYZEN 5 PRO 5650U,8GB,256GB,,14.0,,,,amd ryzen 5 pro 5650u
9902,78000.0,2024 09 10T09:29:57.000Z,EZZOUAR,,ELITEBOOK,,AMD RYZEN 5 PRO 4650U,16GB,512GB,,14.0,,1920x1080 FHD,DDR4,amd ryzen 5 pro 4650u
9903,78000.0,2025 02 09T13:27:15.000Z,BISKRA,BON TAT,THINKPAD,,AMD RYZEN 5 PRO 4650U,14GB,512GB,,13.0,,,,amd ryzen 5 pro 4650u
9904,78000.0,2025 01 25T12:58:09.000Z,DELY BRAHIM,BON TAT,PROBOOK,,AMD RYZEN 5 5600U,16GB,256GB,,15.6,,FHD,,amd ryzen 5 5600u
9905,78000.0,2025 02 02T12:09:25.000Z,BIRKHADEM,,PAVILION,,AMD RYZEN 5 5500U,8GB,256GB,,15.6,,1920x1080 FHD,DDR4,amd ryzen 5 5500u
9906,78000.0,2025 02 18T14:28:03.000Z,SETIF,JAMAIS UTILIS,PAVILION,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,,DDR4,amd ryzen 5 5500u
9907,78000.0,2024 11 14T11:47:56.000Z,ORAN,,PAVILION,,AMD RYZEN 5 5500U,16GB,512GB,,15.0,,,,amd ryzen 5 5500u
9908,78000.0,2024 10 17T15:43:27.000Z,BLIDA,BON TAT,ELITEBOOK,,AMD RYZEN 3 PRO 5450U,8GB,256GB,,15.0,,,,amd ryzen 3 pro 5450u
9909,78000.0,2025 05 30T10:48:00.000Z,MSILA,,IDEAPAD,,AMD RYZEN 3 5300,8GB,256GB,,,,,,amd ryzen 3 5300
9910,78000.0,2025 08 06T19:54:47.000Z,SETIF,,LATITUDE,NVIDIA GEFORCE MX150,9TH GEN INTEL CORE I5,16GB,256GB,,14.0,,,,9th gen i5
9911,78000.0,2024 09 01T13:48:56.000Z,KOUBA,BON TAT,THINKPAD,NVIDIA GEFORCE MX250,8TH GEN INTEL CORE I7 8665U,32GB,500GB,,14.0,,,DDR4,8th gen i7 8665u
9912,78000.0,2025 02 11T11:08:49.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8665U,16GB,512GB,,13.0,,,,8th gen i7 8665u
9913,78000.0,2025 01 09T07:52:21.000Z,EZZOUAR,BON TAT,XPS,,8TH GEN INTEL CORE I7 8550U,16GB,512GB,,13.0,,,,8th gen i7 8550u
9914,78000.0,2024 10 27T00:49:01.000Z,AIN ABESSA,,LATITUDE,NVIDIA GEFORCE MX130,8TH GEN INTEL CORE I7,32GB,512GB,,15.3,,,,8th gen i7
9915,78000.0,2025 01 20T09:44:01.000Z,EZZOUAR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I5 8650U,16GB,512GB,,15.0,,1920x1080,,8th gen i5 8650u
9916,78000.0,2025 07 30T12:20:53.000Z,EZZOUAR,,ELITEBOOK,,8TH GEN INTEL CORE I5 8265U,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,8th gen i5 8265u
9917,78000.0,2020 06 24T14:28:27.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,,,8th gen i5 8250u
9918,78000.0,2019 11 11T11:34:05.000Z,EZZOUAR,BON TAT,PROBOOK,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,,,8th gen i5 8250u
9919,78000.0,2022 12 26T17:54:29.000Z,ALGER CENTRE,JAMAIS UTILIS,ZENBOOK,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,1920x1080,DDR4,8th gen i5 8250u
9920,78000.0,2020 08 20T13:18:56.000Z,EZZOUAR,,IDEAPAD,,8TH GEN INTEL CORE I5 8250U,8GB,512GB,,14.0,,,,8th gen i5 8250u
9921,78000.0,2022 12 31T11:03:19.000Z,ZERALDA,,INSPIRON,,7TH GEN INTEL CORE I7 7500U,8GB,,,,,,,7th gen i7 7500u
9922,78000.0,2020 01 12T08:27:18.000Z,EZZOUAR,BON TAT,ELITEBOOK,,7TH GEN INTEL CORE I5 7300U,8GB,512GB,,15.0,,,,7th gen i5 7300u
9923,78000.0,2024 12 29T10:39:29.000Z,MEDEA,BON TAT,THINKPAD,,6TH GEN INTEL CORE I7,16GB,512GB,,15.6,,,DDR4,6th gen i7
9924,78000.0,2022 06 17T19:19:25.000Z,TIGZIRT,BON TAT,,NVIDIA GEFORCE GTX 950,5TH GEN INTEL CORE I5,6GB,128GB,,15.0,,,,5th gen i5
9925,78000.0,2025 06 16T14:42:31.000Z,BIRKHADEM,,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.3,360Hz,1920x1080,,12th gen i5 1245u
9926,78000.0,2025 08 09T13:39:57.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.0,,1920x1080,,12th gen i5 1245u
9927,78000.0,2025 08 09T13:40:16.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.0,,1920x1080,,12th gen i5 1245u
9928,78000.0,2025 05 26T08:57:48.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,12th gen i5 1245u
9929,78000.0,2024 10 13T15:34:27.000Z,EZZOUAR,,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,14.1,,1920x1080,DDR4,12th gen i5 1245u
9930,78000.0,2025 08 04T19:53:48.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,13.3,,,,12th gen i5 1245u
9931,78000.0,2025 06 22T14:34:25.000Z,BIRKHADEM,,VOSTRO,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,15.6,,1920x1080 FHD,DDR4,12th gen i5 1235u
9932,78000.0,2025 02 06T09:28:47.000Z,EZZOUAR,,PAVILION,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,15.6,,1920x1080,DDR4,12th gen i5 1235u
9933,78000.0,2025 08 09T15:33:03.000Z,ALGER CENTRE,JAMAIS UTILIS,PAVILION,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,14.0,,1920x1080,DDR4X,12th gen i5 1235u
9934,78000.0,2025 07 15T19:26:37.000Z,DELY BRAHIM,JAMAIS UTILIS,VIVOBOOK,,12TH GEN INTEL CORE I3 1215U,8GB,128GB,,14.0,,,,12th gen i3 1215u
9935,78000.0,2025 07 18T14:15:41.000Z,EZZOUAR,,LATITUDE,,11TH GEN INTEL CORE I7 1185G7,16GB,256GB,,14.1,,1920x1080 FHD,DDR4,11th gen i7 1185g7
9936,78000.0,2024 11 26T13:35:31.000Z,EZZOUAR,,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.0,,,,11th gen i5 1145g7
9937,78000.0,2024 10 20T08:25:03.000Z,EZZOUAR,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,,,,,,,11th gen i5 1145g7
9938,78000.0,2024 09 22T13:48:55.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080,DDR4X,11th gen i5 1145g7
9939,78000.0,2025 07 30T13:53:12.000Z,EZZOUAR,,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,11th gen i5 1145g7
9940,78000.0,2025 08 11T08:12:32.000Z,EZZOUAR,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,11th gen i5 1145g7
9941,78000.0,2025 08 05T07:50:46.000Z,EZZOUAR,,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080 FHD,,11th gen i5 1145g7
9942,78000.0,2025 08 10T13:01:44.000Z,EZZOUAR,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,15.6,,1920x1080,DDR4,11th gen i5 1145g7
9943,78000.0,2024 09 10T09:29:53.000Z,EZZOUAR,,ELITEBOOK,,11TH GEN INTEL CORE I5 1145G7,16GB,512GB,,14.0,,1920x1080 FHD,DDR4,11th gen i5 1145g7
9944,78000.0,2025 06 21T20:19:48.000Z,RELIZANE,,ELITEBOOK,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,13.0,,,,11th gen i5 1145g7
9945,78000.0,2025 08 11T14:08:21.000Z,EZZOUAR,,THINKPAD,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080 FHD,LPDDR4X,11th gen i5 1145g7
9946,78000.0,2024 10 29T08:54:11.000Z,EZZOUAR,,THINKPAD,,11TH GEN INTEL CORE I5 1145G7,16GB,256GB,,14.1,,1920x1080 FHD,DDR4,11th gen i5 1145g7
9947,78000.0,2025 08 04T10:00:50.000Z,DELY BRAHIM,,VOSTRO,,11TH GEN INTEL CORE I5 1135G7,16GB,512GB,,15.6,120Hz,1920x1080,DDR4,11th gen i5 1135g7
9948,78000.0,2025 07 19T15:28:18.000Z,KOUBA,,LATITUDE,,11TH GEN INTEL CORE I5 1135G7,8GB,256GB,,14.0,,,,11th gen i5 1135g7
9949,78000.0,2025 07 28T12:09:22.000Z,EZZOUAR,,ELITEBOOK,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,14.0,,,,11th gen i5 1135g7
9950,78000.0,2025 03 13T09:39:49.000Z,EZZOUAR,BON TAT,PAVILION,,11TH GEN INTEL CORE I5 1135G7,8GB,256GB,,15.0,,1920x1080 FHD,,11th gen i5 1135g7
9951,78000.0,2025 06 10T15:20:47.000Z,ALGER CENTRE,BON TAT,PROBOOK,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,13.0,,1920x1080 FHD,DDR4,11th gen i5 1135g7
9952,78000.0,2025 01 14T07:15:19.000Z,AIN NAADJA,,PROBOOK,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,15.6,,1920x1080 FHD,DDR4,11th gen i5 1135g7
9953,78000.0,2025 02 24T11:24:13.000Z,BIRKHADEM,,SURFACE,,11TH GEN INTEL CORE I5 1135G7,8GB,256GB,,13.1,,,DDR4,11th gen i5 1135g7
9954,78000.0,2024 10 15T19:18:03.000Z,BIRKHADEM,,THINKPAD,,11TH GEN INTEL CORE I5 1135G7,16GB,512GB,,14.0,,1920x1080 FHD,DDR4,11th gen i5 1135g7
9955,78000.0,2024 08 02T13:49:16.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,15.6,,1920x1080 FHD,DDR4X,11th gen i5 1135g7
9956,78000.0,2024 11 25T12:34:30.000Z,BIRKHADEM,,VIVOBOOK,,11TH GEN INTEL CORE I5 1135G7,,,,,,,,11th gen i5 1135g7
9957,78000.0,2025 08 09T10:25:38.000Z,EZZOUAR,BON TAT,THINKPAD,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,11th gen i5 1135g7
9958,78000.0,2025 05 05T18:46:23.000Z,ORAN,,THINKPAD,,11TH GEN INTEL CORE I5 1135G7,16GB,512GB,,15.6,,,DDR4,11th gen i5 1135g7
9959,78000.0,2024 06 08T12:12:17.000Z,MOHAMMADIA,,INSPIRON,,10TH GEN INTEL CORE I7 10610U,16GB,500GB,,,,,,10th gen i7 10610u
9960,78000.0,2024 11 14T15:29:59.000Z,EZZOUAR,BON TAT,LATITUDE,,10TH GEN INTEL CORE I7 10610U,16GB,512GB,,14.0,,,DDR4,10th gen i7 10610u
9961,78000.0,2025 08 09T07:43:30.000Z,ORAN,,VOSTRO,NVIDIA GEFORCE MX250,10TH GEN INTEL CORE I7 10510U,16GB,256GB,,14.0,,,,10th gen i7 10510u
9962,78000.0,2025 06 19T10:42:21.000Z,EZZOUAR,BON TAT,THINKPAD,,10TH GEN INTEL CORE I7 10510U,16GB,512GB,,14.0,,1920x1080 FHD,DDR4,10th gen i7 10510u
9963,78000.0,2025 07 30T12:20:57.000Z,EZZOUAR,,THINKPAD,,10TH GEN INTEL CORE I7 10510U,8GB,512GB,,15.0,,,,10th gen i7 10510u
9964,78000.0,2024 06 08T10:59:46.000Z,MOHAMMADIA,,THINKPAD,,10TH GEN INTEL CORE I5 1035G1,8GB,256GB,,,,,,10th gen i5 1035g1
9965,78000.0,2025 07 12T17:02:12.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,10TH GEN INTEL CORE I5 1035G1,,,1TB,14.0,,,,10th gen i5 1035g1
9966,78000.0,2024 07 15T11:18:16.000Z,EZZOUAR,BON TAT,THINKPAD,NVIDIA QUADRO P520,10TH GEN INTEL CORE I5 10310U,16GB,512GB,,15.0,,,,10th gen i5 10310u
9967,78000.0,2025 07 30T12:20:54.000Z,EZZOUAR,,INSPIRON,,10TH GEN INTEL CORE I5 10310U,16GB,256GB,,12.5,,1920x1080 FHD,DDR4,10th gen i5 10310u
9968,78000.0,2024 09 22T10:14:39.000Z,EZZOUAR,BON TAT,ELITEBOOK,,10TH GEN INTEL CORE I5 10310U,16GB,256GB,,,,,,10th gen i5 10310u
9969,78000.0,2024 09 21T10:46:54.000Z,KOUBA,,YOGA,,10TH GEN INTEL CORE I5 10310U,8GB,256GB,,,,,,10th gen i5 10310u
9970,78000.0,2025 05 19T12:53:53.000Z,JIJEL,,THINKPAD,,10TH GEN INTEL CORE I5 10310U,16GB,250GB,,14.0,,,,10th gen i5 10310u
9971,78000.0,2025 07 28T17:15:32.000Z,RELIZANE,,ASPIRE,NVIDIA GEFORCE MX230,10TH GEN INTEL CORE I5 10210U,8GB,,932GB,15.6,,,,10th gen i5 10210u
9972,78000.0,2025 05 21T11:26:53.000Z,BEJAIA,,LATITUDE,,10TH GEN INTEL CORE I5 10210U,8GB,256GB,,15.0,,,,10th gen i5 10210u
9973,78000.0,2025 04 21T09:31:17.000Z,KOUBA,,PROBOOK,,10TH GEN INTEL CORE I5 10210U,8GB,256GB,,14.0,,1920x1080 FHD,,10th gen i5 10210u
9974,78000.0,2025 07 17T08:30:51.000Z,EZZOUAR,,THINKPAD,,10TH GEN INTEL CORE I5 10210U,16GB,256GB,,14.0,,1920x1080 FHD,,10th gen i5 10210u
9975,78000.0,2025 03 02T12:27:47.000Z,ZERALDA,,YOGA,,10TH GEN INTEL CORE I5 10210U,8GB,256GB,,13.3,,,DDR4,10th gen i5 10210u
9976,78000.0,2025 07 05T19:19:37.000Z,BORDJ EL BAHRI,BON TAT,SURFACE,,10TH GEN INTEL CORE I5,16GB,256GB,,12.0,,,,10th gen i5
9977,77999.0,2025 05 26T13:23:42.000Z,DELY BRAHIM,,PAVILION,,AMD RYZEN 5 5625U,16GB,512GB,,15.6,,FHD,,amd ryzen 5 5625u
9978,77900.0,2021 09 30T11:47:36.000Z,DJELFA,BON TAT,SURFACE,,7TH GEN INTEL CORE M3 7Y30,4GB,128GB,,12.3,,2736x1824,,7th gen m3 7y30
9979,77900.0,2025 08 03T11:50:53.000Z,HAMMAMET,JAMAIS UTILIS,LATITUDE,,11TH GEN INTEL CORE I3 1125G4,8GB,256GB,,14.0,,,,11th gen i3 1125g4
9980,77900.0,2025 08 03T14:42:32.000Z,BATNA,BON TAT,LATITUDE,,11TH GEN INTEL CORE I3 1125G4,8GB,256GB,,14.0,60Hz,1920x1080 FHD,DDR4,11th gen i3 1125g4
9981,77900.0,2025 06 12T10:57:26.000Z,BORDJ EL KIFFAN,,LATITUDE,,10TH GEN INTEL CORE I7 10610U,16GB,360GB,,14.0,,,,10th gen i7 10610u
9982,77900.0,2025 07 24T10:37:31.000Z,MOHAMMADIA,BON TAT,THINKPAD,,10TH GEN INTEL CORE I7 10610U,8GB,256GB,,,,,,10th gen i7 10610u
9983,77900.0,2025 08 03T11:37:49.000Z,KOUBA,,PAVILION,,10TH GEN INTEL CORE I5 10210U,16GB,256GB,,14.0,,1920x1080 FHD,,10th gen i5 10210u
9984,77000.0,2025 08 10T09:20:38.000Z,MOSTAGANEM,,SPECTRE,NVIDIA GEFORCE GT 940MX,INTEL CORE I7 7500U,8GB,256GB,,,,,,i7 7500u
9985,77000.0,2025 08 06T10:56:27.000Z,MOSTAGANEM,BON TAT,MACBOOK,AMD RADEON PRO 450,INTEL CORE I7 6700HQ,16GB,512GB,,15.4,,,,i7 6700hq
9986,77000.0,2025 08 11T14:16:37.000Z,EZZOUAR,BON TAT,MACBOOK,,INTEL CORE I7 4980H,16GB,256GB,,15.4,,2880x1800,DDR3,i7 4980h
9987,77000.0,2020 06 06T07:18:46.000Z,EZZOUAR,BON TAT,PROBOOK,,INTEL CORE I5 8265U,8GB,256GB,,13.0,,,,i5 8265u
9988,77000.0,2021 11 14T17:26:08.000Z,OUARGLA,,PAVILION,,INTEL CORE I5 6300U,8GB,,500GB,14.0,,,,i5 6300u
9989,77000.0,2022 11 14T09:41:07.000Z,MEDEA,BON TAT,PAVILION,AMD RADEON R5 M330,INTEL CORE I5 6200U,,,,,,,,i5 6200u
9990,77000.0,2025 07 19T12:30:49.000Z,EZZOUAR,,PROBOOK,,INTEL CORE I5 10310U,16GB,256GB,,15.6,,1920x1080 FHD,,i5 10310u
9991,77000.0,2025 01 14T07:15:33.000Z,AIN NAADJA,,ELITEBOOK,,INTEL CORE I5 10310U,16GB,256GB,,13.0,,1920x1080,DDR4,i5 10310u
9992,77000.0,2025 08 09T09:23:15.000Z,MOSTAGANEM,,MACBOOK,,INTEL CORE I5,16GB,512GB,,13.0,,,,i5
9993,77000.0,2025 05 31T21:43:00.000Z,AIN BENIAN,BON TAT,MACBOOK,,INTEL CORE I5,16GB,256GB,,13.0,,,,i5
9994,77000.0,2025 05 04T11:56:20.000Z,OUM EL BOUAGHI,,THINKPAD,,AMD RYZEN 7 PRO 5850U,512GB,16GB,,14.0,,,,amd ryzen 7 pro 5850u
9995,77000.0,2024 12 19T15:24:56.000Z,ORAN,BON TAT,IDEAPAD,,AMD RYZEN 7 3700U,8GB,,,15.6,,,,amd ryzen 7 3700u
9996,77000.0,2025 03 18T11:39:22.000Z,EZZOUAR,,IDEAPAD,,AMD RYZEN 7 3700U,8GB,256GB,,15.6,,1920x1080 FHD,DDR4,amd ryzen 7 3700u
9997,77000.0,2025 06 03T09:33:01.000Z,ORAN,,THINKPAD,,AMD RYZEN 5 PRO 7530,16GB,512GB,,15.0,,,,amd ryzen 5 pro 7530
9998,77000.0,2025 08 06T10:56:28.000Z,MOSTAGANEM,,THINKPAD,,AMD RYZEN 5 5650U,16GB,256GB,,14.0,,,,amd ryzen 5 5650u
9999,77000.0,2025 08 02T08:25:06.000Z,MOSTAGANEM,,THINKPAD,,AMD RYZEN 5 5650U,16GB,256GB,,14.0,,,,amd ryzen 5 5650u
10000,77000.0,2024 10 24T11:11:31.000Z,BARAKI,,PROBOOK,,AMD RYZEN 5 5600U,16GB,256GB,,13.0,,,DDR4,amd ryzen 5 5600u
10001,77000.0,2025 08 07T12:38:16.000Z,MOSTAGANEM,,VOSTRO,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,1920x1080 FHD,,amd ryzen 5 5500u
10002,77000.0,2025 08 06T10:56:32.000Z,MOSTAGANEM,,VOSTRO,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,1920x1080 FHD,,amd ryzen 5 5500u
10003,77000.0,2025 07 31T10:25:44.000Z,OUED ATHMANIA,,,,AMD RYZEN 5 3500U,8GB,512GB,,13.0,,,,amd ryzen 5 3500u
