id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,mapped_cpu_name,match_score,cores,cpu_mark,tdp,gpu_name,match_type
3775,155900.0,2025 08 05T09:22:58.000Z,CHERAGA,JAMAIS UTILIS,LATITUDE,,13TH GEN INTEL CORE I5 1335U,16GB,512GB,,,,,,Intel Core i5-1335U,100.0,2,"13,994",15.0,Intel UHD Graphics 730,fuzzy
3776,155000.0,2025 04 12T08:30:33.000Z,EZZOUAR,,LATITUDE,,INTEL ULTRA 7 165U,32GB,512GB,,,,,,Intel Core Ultra 7 165U,100.0,2,"16,825",15.0,Intel Arc Graphics,fuzzy
3777,155000.0,2025 07 17T16:04:02.000Z,BATNA,BON TAT,ELITEBOOK,,INTEL ULTRA 7 165U,32GB,256GB,,14.0,,,DDR5,Intel Core Ultra 7 165U,100.0,2,"16,825",15.0,Intel Arc Graphics,fuzzy
3778,155000.0,2025 06 12T19:02:21.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL ULTRA 7 165U,32GB,256GB,,14.0,,,,Intel Core Ultra 7 165U,100.0,2,"16,825",15.0,Intel Arc Graphics,fuzzy
3779,155000.0,2025 04 17T08:21:41.000Z,EZZOUAR,,THINKBOOK,,INTEL ULTRA 7 155H,16GB,512GB,,14.0,,,DDR5,Intel Core Ultra 7 155H,100.0,6,"24,673",28.0,Intel Arc Graphics,fuzzy
3780,155000.0,2025 08 11T09:25:27.000Z,EZZOUAR,,SURFACE,,INTEL ULTRA 5 135H,16GB,,,,,,,Intel Core Ultra 5 135H,100.0,4,"22,089",28.0,Intel Arc Graphics,fuzzy
3781,155000.0,2025 03 04T16:55:52.000Z,MASCARA,,THINKPAD,,INTEL ULTRA 5 125U,32GB,1TB,,14.0,,,,Intel Core Ultra 5 125U,100.0,2,"16,989",15.0,Intel Arc Graphics,fuzzy
3782,155000.0,2025 07 25T11:07:18.000Z,KOUBA,,LATITUDE,,INTEL CORE ULTRA 7 165U,16GB,512GB,,14.0,,1920x1080,DDR5,Intel Core Ultra 7 165U,100.0,2,"16,825",15.0,Intel Arc Graphics,exact
3783,155000.0,2025 07 25T11:30:26.000Z,KOUBA,,LATITUDE,,INTEL CORE ULTRA 7 165U,32GB,512GB,,14.0,,1920x1080,DDR5,Intel Core Ultra 7 165U,100.0,2,"16,825",15.0,Intel Arc Graphics,exact
3784,155000.0,2025 06 14T10:44:54.000Z,ALGER CENTRE,,THINKPAD,,INTEL CORE ULTRA 7 165H,32GB,256GB,,14.0,,,,Intel Core Ultra 7 165H,100.0,6,"25,905",28.0,Intel Arc Graphics,exact
3785,155000.0,2025 07 24T16:07:08.000Z,EZZOUAR,,ZENBOOK,,INTEL CORE ULTRA 7 125H,16GB,512GB,,14.0,,,,Intel Core Ultra 5 125H,91.66666666666667,4,"20,671",28.0,Intel Arc Graphics,fuzzy
3786,155000.0,2025 06 23T13:13:45.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,INTEL CORE ULTRA 5 135U VPRO,32GB,512GB,,14.0,,,LPDDR5X,Intel Core Ultra 5 135U,100.0,2,"16,828",15.0,Intel Arc Graphics,fuzzy
3787,155000.0,2025 06 24T11:36:58.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE ULTRA 5 135U,16GB,256GB,,15.6,,FHD,DDR5,Intel Core Ultra 5 135U,100.0,2,"16,828",15.0,Intel Arc Graphics,exact
3788,155000.0,2025 08 11T14:23:01.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE ULTRA 5 135U,16GB,512GB,,16.0,,,DDR5,Intel Core Ultra 5 135U,100.0,2,"16,828",15.0,Intel Arc Graphics,exact
3789,155000.0,2024 11 11T09:56:05.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE ULTRA 5 125U,16GB,512GB,,13.3,,1920x1080 FHD,DDR5,Intel Core Ultra 5 125U,100.0,2,"16,989",15.0,Intel Arc Graphics,exact
3790,155000.0,2025 07 30T15:13:36.000Z,EZZOUAR,JAMAIS UTILIS,PROBOOK,,INTEL CORE ULTRA 5 125U,16GB,512GB,,14.0,,1920x1080 FHD,,Intel Core Ultra 5 125U,100.0,2,"16,989",15.0,Intel Arc Graphics,exact
3791,155000.0,2025 07 25T11:08:13.000Z,KOUBA,,ELITEBOOK,,INTEL CORE ULTRA 5 125U,16GB,512GB,,13.3,,1920x1200,DDR5,Intel Core Ultra 5 125U,100.0,2,"16,989",15.0,Intel Arc Graphics,exact
3792,155000.0,2025 07 08T18:53:35.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE ULTRA 5 125U,16GB,512GB,,14.0,,1920x1080,DDR5X,Intel Core Ultra 5 125U,100.0,2,"16,989",15.0,Intel Arc Graphics,exact
3793,155000.0,2025 01 13T15:56:00.000Z,BOUFARIK,,ELITEBOOK,,INTEL CORE ULTRA 5 125H,32GB,512GB,,14.0,,,LPDDR5X,Intel Core Ultra 5 125H,100.0,4,"20,671",28.0,Intel Arc Graphics,exact
3794,155000.0,2024 10 07T22:27:22.000Z,BOUMERDES,,MACBOOK,,INTEL CORE I9,16GB,1TB,,16.0,,,DDR4,NA,0.0,NA,NA,NA,NA,generic_no_gen
3795,155000.0,2022 07 12T09:56:52.000Z,MILIANA,BON TAT,INSPIRON,,INTEL CORE I7 8750H,8GB,,1TB,,,,,Intel Core i7-8750H @ 2.20GHz,100.0,6,"9,759",45.0,Intel UHD Graphics 630,fuzzy
3796,155000.0,2025 08 07T12:32:58.000Z,EZZOUAR,BON TAT,GALAXY,,INTEL CORE I7 150U,16GB,512GB,,15.0,,1920x1080 FHD,,Intel Core 7 150U,100.0,2,"14,989",15.0,Intel UHD Graphics,corrected (INTEL CORE I7 150U -> Intel Core 7 150U)
3797,155000.0,2025 07 29T19:04:34.000Z,ORAN,,PRECISION,NVIDIA RTX A500,INTEL CORE I7 1360P,16GB,512GB,,15.6,,1920x1080,DDR5,Intel Core i7-1360P,100.0,4,"18,492",28.0,Intel UHD Graphics 770,fuzzy
3798,155000.0,2024 09 22T14:36:54.000Z,EZZOUAR,,GALAXY,,INTEL CORE I7 1360P,16GB,512GB,,13.3,,1920x1080 FHD,DDR5,Intel Core i7-1360P,100.0,4,"18,492",28.0,Intel UHD Graphics 770,fuzzy
3799,155000.0,2025 08 11T09:22:04.000Z,EZZOUAR,,ZBOOK,NVIDIA RTX A500,INTEL CORE I7 1355U,32GB,512GB,,14.0,,1920x1080 FHD,,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3800,155000.0,2025 08 08T09:23:20.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I7 1355U,16GB,256GB,,15.0,,1920x1080,,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3801,155000.0,2025 05 21T11:26:47.000Z,BEJAIA,,ENVY,,INTEL CORE I7 1355U,16GB,512GB,,15.6,,1920x1080,DDR5,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3802,155000.0,2024 11 13T09:33:45.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7 1355U,16GB,512GB,,14.0,,,,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3803,155000.0,2025 07 29T11:10:23.000Z,EZZOUAR,,VICTUS,NVIDIA GEFORCE RTX 3050 TI,INTEL CORE I7 11800H,16GB,1000GB,,16.0,144Hz,FHD,DDR4,Intel Core i7-11800H @ 2.30GHz,100.0,8,"19,776",45.0,Intel UHD Graphics,fuzzy
3804,155000.0,2025 08 01T17:47:41.000Z,SKIKDA,,TUF,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 11800H,,,,,,,,Intel Core i7-11800H @ 2.30GHz,100.0,8,"19,776",45.0,Intel UHD Graphics,fuzzy
3805,155000.0,2025 07 25T11:07:05.000Z,KOUBA,,BLADE,NVIDIA GEFORCE RTX 1650 TI,INTEL CORE I7 1165G7,16GB,,,,,,,Intel Core i7-1165G7 @ 2.80GHz,100.0,4,"9,839",15.0,Intel Iris Xe Graphics,fuzzy
3806,155000.0,2023 11 07T09:56:44.000Z,EZZOUAR,,ZBOOK,,INTEL CORE I7 1165G7,16GB,1TB,,14.0,,1920x1080,,Intel Core i7-1165G7 @ 2.80GHz,100.0,4,"9,839",15.0,Intel Iris Xe Graphics,fuzzy
3807,155000.0,2023 01 17T10:42:01.000Z,ALGER CENTRE,JAMAIS UTILIS,,,INTEL CORE I7 1165G7,16GB,512GB,,14.0,,3K,DDR4X,Intel Core i7-1165G7 @ 2.80GHz,100.0,4,"9,839",15.0,Intel Iris Xe Graphics,fuzzy
3808,155000.0,2023 11 29T10:54:00.000Z,EZZOUAR,,,,INTEL CORE I7 11370H,16GB,512GB,,14.2,90Hz,2520x1680,LPDDR4,Intel Core i7-11370H @ 3.30GHz,100.0,4,"11,550",35.0,Intel Iris Xe Graphics,fuzzy
3809,155000.0,2023 10 30T10:55:11.000Z,EZZOUAR,BON TAT,STEALTH,NVIDIA GEFORCE RTX 2060,INTEL CORE I7 10750H,16GB,1TB,,17.3,60Hz,,,Intel Core i7-10750H @ 2.60GHz,100.0,6,"11,503",45.0,Intel UHD Graphics,fuzzy
3810,155000.0,2024 10 19T12:44:11.000Z,EZZOUAR,,INSPIRON,NVIDIA GEFORCE MX230,INTEL CORE I7 1065G7,16GB,512GB,1TB,17.0,,,,Intel Core i7-1065G7 @ 1.30GHz,100.0,4,"8,135",15.0,Intel Iris Plus Graphics,fuzzy
3811,155000.0,2022 08 08T08:32:24.000Z,EZZOUAR,BON TAT,XPS,,INTEL CORE I7 10510U,16GB,512GB,,13.0,,3840x2160,,Intel Core i7-10510U @ 1.80GHz,100.0,4,"6,394",15.0,Intel UHD Graphics,fuzzy
3812,155000.0,2022 10 18T16:03:40.000Z,EZZOUAR,BON TAT,XPS,,INTEL CORE I7 10510U,16GB,512GB,,13.0,,3840x2160,,Intel Core i7-10510U @ 1.80GHz,100.0,4,"6,394",15.0,Intel UHD Graphics,fuzzy
3813,155000.0,2020 01 25T18:06:09.000Z,EZZOUAR,JAMAIS UTILIS,INSPIRON,NVIDIA GEFORCE GTX 1050 TI,INTEL CORE I5 8300H,8GB,,,15.0,,,,Intel Core i5-8300H @ 2.30GHz,100.0,4,"7,365",45.0,Intel UHD Graphics 620,fuzzy
3814,155000.0,2020 01 11T09:39:19.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I5 8210Y,8GB,128GB,,13.0,,,,Intel Core i5-8210Y @ 1.60GHz,100.0,2,"2,725",7.0,Intel UHD Graphics 620,fuzzy
3815,155000.0,2024 12 24T14:01:13.000Z,EZZOUAR,BON TAT,IMAC,AMD RADEON PRO 555,INTEL CORE I5 5500,16GB,256GB,,21.0,,,,Intel Core i5-12500H,75.0,4,"20,442",45.0,Intel UHD Graphics 730,fuzzy
3816,155000.0,2024 10 24T16:56:01.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1345U,16GB,256GB,,14.0,,,,Intel Core i5-1345U,100.0,2,"14,177",15.0,Intel UHD Graphics 730,fuzzy
3817,155000.0,2024 11 16T09:20:40.000Z,EZZOUAR,JAMAIS UTILIS,PROBOOK,,INTEL CORE I5 1335U,8GB,256GB,,15.6,,1920x1080,DDR4,Intel Core i5-1335U,100.0,2,"13,994",15.0,Intel UHD Graphics 730,fuzzy
3818,155000.0,2024 10 13T09:42:26.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I5 1335U,16GB,512GB,,14.0,,1920x1200,DDR5,Intel Core i5-1335U,100.0,2,"13,994",15.0,Intel UHD Graphics 730,fuzzy
3819,155000.0,2025 04 13T17:58:39.000Z,ALGER CENTRE,JAMAIS UTILIS,VIVOBOOK,NVIDIA GEFORCE RTX 2050,INTEL CORE I5 12500H,8GB,512GB,,16.0,,,,Intel Core i5-12500H,100.0,4,"20,442",45.0,Intel UHD Graphics 730,fuzzy
3820,155000.0,2024 09 03T12:06:16.000Z,ALGER CENTRE,JAMAIS UTILIS,XPS,,INTEL CORE I5 1230U,,,,,,,,Intel Core i5-1230U,100.0,2,"11,061",9.0,Intel UHD Graphics 730,fuzzy
3821,155000.0,2025 08 10T10:06:18.000Z,KOUBA,JAMAIS UTILIS,ENVY,,INTEL CORE I5 120U,8GB,512GB,,14.0,,,,Intel Core 5 220U,100.0,2,"14,240",15.0,Intel UHD Graphics 730,corrected (INTEL CORE I5 120U -> Intel Core 5 220U)
3822,155000.0,2022 10 24T12:19:34.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1145G7,16GB,256GB,,14.0,,,,Intel Core i5-1145G7 @ 2.60GHz,100.0,4,"9,257",28.0,Intel Iris Xe Graphics,fuzzy
3823,155000.0,2025 07 13T07:31:26.000Z,KOUBA,,VICTUS,NVIDIA GEFORCE RTX 3050,INTEL CORE I5 11400H,32GB,512GB,,16.0,,1920x1080 FHD,,Intel Core i5-11400H @ 2.70GHz,100.0,6,"15,221",45.0,Intel UHD Graphics,fuzzy
3824,155000.0,2025 07 21T14:00:54.000Z,KOUBA,BON TAT,MAC,,APPLE M4,16GB,256GB,,,,,,Apple M4 10 Core,100.0,4,"23,706",22.0,Apple 19-core GPU,fuzzy
3825,155000.0,2025 03 10T13:11:38.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M3,8GB,256GB,,13.0,,,,Apple M3 8 Core,100.0,4,"19,099",20.0,Apple 19-core GPU,fuzzy
3826,155000.0,2025 01 08T09:05:55.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2,8GB,256GB,,13.0,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3827,155000.0,2025 04 13T13:00:42.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2,16GB,256GB,,13.6,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3828,155000.0,2025 08 06T17:40:57.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,APPLE M2,,,,,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3829,155000.0,2025 02 19T18:02:40.000Z,BARAKI,,MACBOOK,,APPLE M2,8GB,512GB,,13.6,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3830,155000.0,2025 04 13T13:31:08.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2,8GB,256GB,,13.6,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3831,155000.0,2025 01 15T11:22:47.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2,8GB,256GB,,13.6,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3832,155000.0,2024 09 30T11:45:11.000Z,DELY BRAHIM,BON TAT,MACBOOK,,APPLE M2,8GB,256GB,,13.6,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3833,155000.0,2025 01 27T12:03:26.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2,8GB,256GB,,13.6,,,,Apple M2 8 Core 3500 MHz,100.0,4,"15,646",22.0,Apple 19-core GPU,fuzzy
3834,155000.0,2023 11 25T09:07:34.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 7-CORE GPU,APPLE M1,8GB,512GB,,13.0,,2560x1600,,Apple M1 8 Core 3200 MHz,100.0,4,"14,133",15.1,Apple 19-core GPU,fuzzy
3835,155000.0,2022 11 12T11:50:55.000Z,EZZOUAR,BON TAT,MACBOOK,APPLE 7-CORE GPU,APPLE M1,8GB,256GB,,13.0,,,,Apple M1 8 Core 3200 MHz,100.0,4,"14,133",15.1,Apple 19-core GPU,fuzzy
3836,155000.0,2025 07 07T11:26:28.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M1,16GB,1TB,,13.0,,,,Apple M1 8 Core 3200 MHz,100.0,4,"14,133",15.1,Apple 19-core GPU,fuzzy
3837,155000.0,2025 07 23T06:53:26.000Z,AHMAR EL AIN,BON TAT,ROG,NVIDIA GEFORCE RTX 3060,AMD RYZEN 9 5900HS,32GB,1TB,,,,,,AMD Ryzen 9 5900HS,100.0,8,"21,154",35.0,AMD Radeon Graphics,exact
3838,155000.0,2025 07 30T09:25:52.000Z,MOHAMMADIA,JAMAIS UTILIS,INSPIRON,,AMD RYZEN 78840U,16GB,1TB,,,,,,AMD Ryzen 7 8840U,96.96969696969697,8,"23,441",28.0,AMD Radeon 780M,fuzzy
3839,155000.0,2025 03 13T13:39:52.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 7 PRO 7840U,32GB,512GB,,14.0,,1920x1080 FHD,DDR5,AMD Ryzen 7 PRO 7840U,100.0,8,"24,440",30.0,AMD Radeon 780M,exact
3840,155000.0,2024 09 29T08:24:51.000Z,AIN NAADJA,JAMAIS UTILIS,INSPIRON,,AMD RYZEN 7 8840U,16GB,1TB,,16.1,,,,AMD Ryzen 7 8840U,100.0,8,"23,441",28.0,AMD Radeon 780M,exact
3841,155000.0,2024 09 17T12:30:51.000Z,EZZOUAR,JAMAIS UTILIS,INSPIRON,,AMD RYZEN 7 8840U,16GB,1TB,,16.0,,,,AMD Ryzen 7 8840U,100.0,8,"23,441",28.0,AMD Radeon 780M,exact
3842,155000.0,2025 02 06T16:52:33.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 7 7840U,32GB,1TB,,14.0,,,DDR5,AMD Ryzen 7 7840U,100.0,8,"24,502",30.0,AMD Radeon 780M,exact
3843,155000.0,2025 05 31T10:00:01.000Z,EZZOUAR,,TUF,NVIDIA GEFORCE RTX 3050,AMD RYZEN 7 6800H,16GB,512GB,,15.6,144Hz,1920x1080,DDR5,AMD Ryzen 7 6800H,100.0,8,"22,874",45.0,AMD Radeon 680M,exact
3844,155000.0,2025 06 09T00:12:39.000Z,BATNA,BON TAT,LEGION,NVIDIA GEFORCE RTX 3050 TI,AMD RYZEN 7 6800H,16GB,512GB,,16.0,165Hz,,,AMD Ryzen 7 6800H,100.0,8,"22,874",45.0,AMD Radeon 680M,exact
3845,155000.0,2025 07 14T12:32:03.000Z,EZZOUAR,BON TAT,LEGION,NVIDIA GEFORCE RTX 3050,AMD RYZEN 7 5800H,16GB,512GB,,15.6,,1920x1080,DDR4,AMD Ryzen 7 5800H,100.0,8,"20,643",45.0,AMD Radeon Graphics,exact
3846,155000.0,2022 11 01T09:28:24.000Z,EZZOUAR,JAMAIS UTILIS,THINKBOOK,,AMD RYZEN 7 5700U,16GB,512GB,,15.6,,,,AMD Ryzen 7 5700U,100.0,8,"15,486",15.0,AMD Radeon Graphics,exact
3847,155000.0,2024 12 21T09:05:33.000Z,EZZOUAR,JAMAIS UTILIS,ELITEBOOK,,AMD RYZEN 5 7545U,16GB,256GB,,14.1,,,DDR5,AMD Ryzen 5 7545U,100.0,6,"20,247",28.0,AMD Radeon Graphics,exact
3848,155000.0,2025 08 06T15:00:55.000Z,SAID HAMDINE,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7535U,16GB,512GB,,14.0,,,,AMD Ryzen 5 7535U,100.0,6,"16,858",28.0,AMD Radeon 660M,exact
3849,155000.0,2025 06 21T12:11:48.000Z,EZZOUAR,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 2050,AMD RYZEN 5 7535HS,8GB,512GB,,16.0,144Hz,1920x1080,,AMD Ryzen 5 7535HS,100.0,6,"17,777",35.0,AMD Radeon 660M,exact
3850,155000.0,2024 08 01T14:26:54.000Z,ALGER CENTRE,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 2050,AMD RYZEN 5 7535HS,16GB,512GB,,15.6,,,,AMD Ryzen 5 7535HS,100.0,6,"17,777",35.0,AMD Radeon 660M,exact
3851,155000.0,2024 08 08T12:53:14.000Z,ALGER CENTRE,JAMAIS UTILIS,ENVY,,AMD RYZEN 5 7530U,12GB,256GB,,15.6,,1920x1080,DDR4X,AMD Ryzen 5 7530U,100.0,6,"15,267",15.0,AMD Radeon Graphics,exact
3852,155000.0,2024 09 17T18:47:34.000Z,MEROUANA,,IDEAPAD,NVIDIA GEFORCE RTX 3050,AMD RYZEN 5 5600H,24GB,512GB,,,,,,AMD Ryzen 5 5600H,100.0,6,"16,492",45.0,AMD Radeon Graphics,exact
3853,155000.0,2025 02 09T09:17:58.000Z,SETIF,,IDEAPAD,NVIDIA GEFORCE RTX 3050,AMD RYZEN 5 5600H,8GB,512GB,,15.0,,,,AMD Ryzen 5 5600H,100.0,6,"16,492",45.0,AMD Radeon Graphics,exact
3854,155000.0,2025 07 29T11:27:59.000Z,EZZOUAR,,LEGION,NVIDIA GEFORCE RTX 3060,AMD RYZEN 5 5600H,16GB,512GB,,15.0,144Hz,FHD,DDR4,AMD Ryzen 5 5600H,100.0,6,"16,492",45.0,AMD Radeon Graphics,exact
3855,155000.0,2025 07 28T11:15:32.000Z,GUE DE CONSTANTINE,,LEGION,NVIDIA GEFORCE RTX 3060,AMD RYZEN 5 5600H,8GB,512GB,,15.6,120Hz,1920x1080,,AMD Ryzen 5 5600H,100.0,6,"16,492",45.0,AMD Radeon Graphics,exact
3856,155000.0,2023 06 25T13:08:33.000Z,EZZOUAR,,YOGA,,AMD RYZEN 5 5600H,16GB,512GB,,16.0,,2560x1600,DDR4,AMD Ryzen 5 5600H,100.0,6,"16,492",45.0,AMD Radeon Graphics,exact
3857,155000.0,2025 08 11T11:40:47.000Z,KHEMIS MILIANA,BON TAT,VICTUS,AMD RADEON 5500,AMD RYZEN 5,16GB,512GB,,16.0,,,,NA,0.0,NA,NA,NA,NA,generic_no_gen
3858,155000.0,2025 02 22T11:21:24.000Z,AIN NAADJA,,OMEN,NVIDIA GEFORCE RTX 2080,9TH GEN INTEL CORE I9 9880H,32GB,1TB,,15.6,240Hz,1920x1080,DDR4,Intel Core i9-9880H @ 2.30GHz,68.75,8,"13,513",45.0,Intel UHD Graphics 630,fuzzy
3859,155000.0,2025 07 24T14:55:31.000Z,BORDJ MENAIEL,BON TAT,ROG,NVIDIA GEFORCE RTX 2060,9TH GEN INTEL CORE I7 9750H,16GB,512GB,,15.0,,,,Intel Core i7-9750H @ 2.60GHz,68.75,6,"10,603",45.0,Intel UHD Graphics 630,fuzzy
3860,155000.0,2022 10 17T15:15:40.000Z,STAOUELI,BON TAT,LEGION,NVIDIA GEFORCE GTX 1660 TI,9TH GEN INTEL CORE I5 9300H,16GB,256GB,1TB,15.6,60Hz,1920x1080 FHD,DDR4,Intel Core i5-9300H @ 2.40GHz,68.75,4,"7,427",45.0,Intel UHD Graphics 630,fuzzy
3861,155000.0,2025 07 08T17:21:04.000Z,EL FLAYE,BON TAT,NITRO,NVIDIA GEFORCE GTX 1050,8TH GEN INTEL CORE I7 8750H,32GB,512GB,,15.6,,1920x1080,,Intel Core i7-8750H @ 2.20GHz,68.75,6,"9,759",45.0,Intel UHD Graphics 630,fuzzy
3862,155000.0,2022 11 30T08:56:52.000Z,DELY BRAHIM,JAMAIS UTILIS,MACBOOK,,8TH GEN INTEL CORE I7 8565U,16GB,512GB,,13.3,,,,Intel Core i7-8565U @ 1.80GHz,68.75,4,"5,971",15.0,Intel UHD Graphics 620,fuzzy
3863,155000.0,2019 01 01T13:07:25.000Z,EZZOUAR,BON TAT,INSPIRON,NVIDIA GEFORCE MX130,8TH GEN INTEL CORE I7 8550U,16GB,512GB,,15.6,,3840x2160,DDR4,Intel Core i7-8550U @ 1.80GHz,68.75,4,"5,796",15.0,Intel UHD Graphics 620,fuzzy
3864,155000.0,2025 07 21T10:07:58.000Z,ALGER CENTRE,JAMAIS UTILIS,VIVOBOOK,,13TH GEN INTEL CORE I9 13900H,16GB,1000GB,,14.0,,,,Intel Core i9-13900H,100.0,6,"27,344",45.0,Intel UHD Graphics 770,fuzzy
3865,155000.0,2024 11 02T09:29:53.000Z,EZZOUAR,,PRECISION,NVIDIA RTX A500,13TH GEN INTEL CORE I7 1370P,16GB,512GB,,15.6,,1920x1080,DDR5,Intel Core i7-1370P,100.0,6,"19,991",28.0,Intel UHD Graphics 770,fuzzy
3866,155000.0,2025 03 20T15:56:32.000Z,EZZOUAR,BON TAT,PRECISION,,13TH GEN INTEL CORE I7 1370P,32GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i7-1370P,100.0,6,"19,991",28.0,Intel UHD Graphics 770,fuzzy
3867,155000.0,2024 12 10T08:41:20.000Z,EZZOUAR,,LATITUDE,,13TH GEN INTEL CORE I7 1365U,32GB,512GB,,14.0,,,DDR5,Intel Core i7-1365U,100.0,2,"13,840",15.0,Intel UHD Graphics 770,fuzzy
3868,155000.0,2025 05 27T11:38:37.000Z,EZZOUAR,,ELITEBOOK,,13TH GEN INTEL CORE I7 1365U,32GB,512GB,,13.0,,,,Intel Core i7-1365U,100.0,2,"13,840",15.0,Intel UHD Graphics 770,fuzzy
3869,155000.0,2024 08 14T10:43:59.000Z,BACHDJERRAH,,ELITEBOOK,,13TH GEN INTEL CORE I7 1365U,32GB,256GB,,13.3,,1920x1080,DDR5,Intel Core i7-1365U,100.0,2,"13,840",15.0,Intel UHD Graphics 770,fuzzy
3870,155000.0,2025 08 10T11:52:31.000Z,EZZOUAR,,PAVILION,,13TH GEN INTEL CORE I7 1365U,,,,,,,,Intel Core i7-1365U,100.0,2,"13,840",15.0,Intel UHD Graphics 770,fuzzy
3871,155000.0,2024 09 23T17:25:54.000Z,EZZOUAR,,PRECISION,NVIDIA RTX A500,13TH GEN INTEL CORE I7 1360P,16GB,512GB,,15.6,,1920x1080 FHD,DDR5,Intel Core i7-1360P,100.0,4,"18,492",28.0,Intel UHD Graphics 770,fuzzy
3872,155000.0,2025 06 25T16:36:14.000Z,EZZOUAR,BON TAT,,,13TH GEN INTEL CORE I7 1360P,32GB,1TB,,14.0,,1920x1080 FHD,,Intel Core i7-1360P,100.0,4,"18,492",28.0,Intel UHD Graphics 770,fuzzy
3873,155000.0,2025 08 02T10:19:56.000Z,EZZOUAR,,ZBOOK,NVIDIA RTX A500,13TH GEN INTEL CORE I7 1355U,16GB,512GB,,14.0,,,,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3874,155000.0,2025 06 19T10:42:24.000Z,EZZOUAR,JAMAIS UTILIS,ELITEBOOK,,13TH GEN INTEL CORE I7 1355U,16GB,512GB,,14.0,,1920x1200,DDR5,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3875,155000.0,2024 11 09T12:11:28.000Z,AIN NAADJA,JAMAIS UTILIS,PAVILION,,13TH GEN INTEL CORE I7 1355U,16GB,512GB,,15.6,,1920x1080 FHD,DDR4,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
3876,155000.0,2024 10 03T18:29:02.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I7 1355U,16GB,512GB,,14.0,,1920x1080,DDR5,Intel Core i7-1355U,100.0,2,"14,085",15.0,Intel UHD Graphics 770,fuzzy
