id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,mapped_cpu_name,match_score,cores,cpu_mark,tdp,gpu_name,match_type,gpu_match_score,gpu_g3d_mark,gpu_g2d_mark,gpu_tdp,is_generic_cpu,cpu_generation,cpu_tier,mapped_cpu_tier,inference_level
1,75000000.0,2021 10 01T18:01:44.000Z,EL TAREF,BON TAT,IDEAPAD,,INTEL CORE I5 750S,4GB,128GB,,14.0,,,,Intel Core i5-1250P,66.66666666666666,4.0,"19,108",28.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,7,i5,i5,
2,33500000.0,2021 11 10T21:24:14.000Z,COLLO,JAMAIS UTILIS,AERO,NVIDIA GEFORCE RTX 3060,11TH GEN INTEL CORE I7 11800H,16GB,1TB,,15.6,,3840x2160,,Intel Core i7-11800H @ 2.30GHz,69.23076923076923,8.0,"19,776",45.0,GeForce RTX 3060 12GB,fuzzy_tier_validated,100.0,"16,758",966,170.0,False,11,i7,i7,
3,17000000.0,2021 09 11T20:27:59.000Z,MECHERIA,,STEALTH,NVIDIA GEFORCE GTX 1060,INTEL CORE I7 7700HQ,16GB,,,17.3,120Hz,,,Intel Core i7-7700HQ @ 2.80GHz,100.0,4.0,"6,881",45.0,GeForce GTX 1060,fuzzy_tier_validated,100.0,"10,059",743,120.0,False,77,i7,i7,
4,12000000.0,2025 03 06T00:28:39.000Z,ES SENIA,,ROG,NVIDIA GEFORCE RTX 1650,AMD RYZEN 7 5800HS,16GB,512GB,,14.0,,,,AMD Ryzen 7 5800HS,100.0,8.0,"19,476",35.0,GeForce GTX 1650,fuzzy_tier_validated,100.0,"7,871",554,75.0,False,,ryzen7,ryzen7,
5,11000000.0,2024 10 09T18:10:21.000Z,TIZI OUZOU,BON TAT,,AMD RADEON RX 580,AMD RYZEN 5 2400G,16GB,128GB,145GB,,60Hz,,,AMD Ryzen 5 240,93.75,6.0,"22,980",45.0,GeForce GTX 580,fuzzy_tier_validated,100.0,"4,632",489,244.0,False,,ryzen5,ryzen5,
6,9999999.0,2025 02 18T21:30:18.000Z,MOHAMMADIA,,XPS,,10TH GEN INTEL CORE I5 10300H,8GB,512GB,,15.0,,1920x1080,,Intel Core i5-10300H @ 2.50GHz,69.23076923076923,4.0,"8,201",45.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
7,9900000.0,2025 04 29T19:42:16.000Z,CHELGHOUM LAID,,THINKPAD,,AMD RYZEN 5 7520U,8GB,,,,,,,AMD Ryzen 5 7520U,100.0,4.0,"9,025",15.0,AMD Radeon 610M,fuzzy_tier_validated,100.0,1800,300,15.0,False,,ryzen5,ryzen5,
8,9000000.0,2025 07 01T17:26:43.000Z,ALGER CENTRE,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5,16GB,512GB,,,,,,Intel Core i5-11300H @ 3.10GHz,100.0,4.0,10769,35.0,Intel UHD Graphics,generic (based on 9 CPUs),100.0,"1,042",237,15.0,False,11,i5,i5,1.0
9,8976378.0,2025 02 23T10:25:42.000Z,MOSTAGANEM,JAMAIS UTILIS,SWORD,NVIDIA GEFORCE RTX 4070,INTEL CORE I7 13700HX,16GB,1TB,,16.0,,,,Intel Core i7-13700HX,100.0,8.0,"32,047",55.0,GeForce RTX 4070,fuzzy_tier_validated,100.0,"26,912","1,168",200.0,False,13,i7,i7,
10,8400000.0,2024 12 11T23:17:24.000Z,HAMMA BOUZIANE,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,8GB,256GB,,14.0,,,DDR4,Intel Core i5-1145G7 @ 2.60GHz,69.23076923076923,4.0,"9,257",28.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
11,8000000.0,2024 10 15T22:42:29.000Z,BORDJ BOU ARRERIDJ,,PAVILION,,AMD RYZEN 5 PRO 8540U,16GB,256GB,,13.0,,,,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
12,8000000.0,2025 03 21T18:52:03.000Z,AIN FAKROUN,,LATITUDE,,11TH GEN INTEL CORE I5 1135G7,16GB,512GB,,14.0,,1920x1080,,Intel Core i5-1135G7 @ 2.40GHz,69.23076923076923,4.0,"9,399",15.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
13,7900000.0,2025 05 31T12:53:56.000Z,AIN SMARA,BON TAT,ELITEBOOK,,INTEL CORE I5 1235U,16GB,512GB,,15.0,,,,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
14,7200000.0,2025 07 27T13:24:22.000Z,TOLGA,JAMAIS UTILIS,,,10TH GEN INTEL CORE I5 10210U,,,,,,,,Intel Core i5-10210U @ 1.60GHz,74.28571428571428,4.0,"6,069",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
15,7000000.0,2025 07 02T15:47:12.000Z,ALGER CENTRE,BON TAT,LATITUDE,,INTEL CORE I5 8365U,16GB,256GB,,14.1,,,,Intel Core i5-8365U @ 1.60GHz,100.0,4.0,"5,951",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,83,i5,i5,
16,6800000.0,2024 11 16T13:03:22.000Z,SOUK AHRAS,BON TAT,THINKPAD,,11TH GEN INTEL CORE I7 1165G7,8GB,512GB,,16.4,,,,Intel Core i7-1165G7 @ 2.80GHz,69.23076923076923,4.0,"9,839",15.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i7,i7,
17,6500000.0,2024 08 27T19:50:09.000Z,,,LATITUDE,,11TH GEN INTEL CORE I5,8GB,256GB,,12.0,,,,Intel Core i5-11300H @ 3.10GHz,100.0,4.0,10769,35.0,Intel UHD Graphics,generic (based on 9 CPUs),100.0,"1,042",237,15.0,False,11,i5,i5,1.0
18,6000000.0,2022 12 11T15:54:20.000Z,AIN AZEL,BON TAT,MACBOOK,,INTEL CORE I5,4GB,512GB,,13.0,,,DDR3,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
19,6000000.0,2025 07 30T12:33:14.000Z,BOUZAREAH,BON TAT,VIVOBOOK,,AMD RYZEN 5 4500U,8GB,,,,,,,AMD Ryzen 5 4500U,100.0,6.0,"10,692",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
20,6000000.0,2025 02 22T16:46:31.000Z,DJENDEL,,THINKPAD,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4.0,"5,800",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
21,6000000.0,2024 08 12T16:01:56.000Z,BEN MEHDI,,THINKPAD,,12TH GEN INTEL CORE I3,4GB,256GB,,15.0,,,,Intel Core i3-1215U,100.0,2.0,10380,21.5,Intel UHD Graphics 730,generic (based on 4 CPUs),100.0,1000,237,15.0,False,12,i3,i3,1.0
22,5800000.0,2024 10 07T22:40:11.000Z,EZZOUAR,,INSPIRON,,INTEL CORE I7,32GB,500GB,,15.0,,,,Generic INTEL I7,100.0,4.0,5848,37.0,Intel HD Graphics 4600,generic (based on 211 CPUs),100.0,631,312,45.0,True,,i7,i7,
23,5649841.0,2025 02 23T10:22:09.000Z,MOSTAGANEM,,ROG,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900H,16GB,1TB,,16.0,,,,Intel Core i9-13900H,100.0,6.0,"27,344",45.0,GeForce RTX 4060,fuzzy_tier_validated,100.0,"19,538","1,040",115.0,False,13,i9,i9,
24,5600000.0,2025 03 12T00:57:06.000Z,EL TAREF,BON TAT,,,AMD RYZEN 5 5600G,8GB,256GB,,,,,DDR4,AMD Ryzen 5 5600H,94.11764705882354,6.0,"16,492",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
25,5600000.0,2025 03 12T00:52:05.000Z,BOUTELDJA,BON TAT,,,AMD RYZEN 5 5600G,8GB,256GB,,,,,DDR4,AMD Ryzen 5 5600H,94.11764705882354,6.0,"16,492",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
26,5600000.0,2025 03 12T01:16:30.000Z,BOUTELDJA,BON TAT,,,AMD RYZEN 5 5600G,8GB,256GB,,,,,,AMD Ryzen 5 5600H,94.11764705882354,6.0,"16,492",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
27,5500000.0,2025 07 19T21:38:29.000Z,GUELMA,,PROBOOK,,10TH GEN INTEL CORE I5,8GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-10210U @ 1.60GHz,100.0,4.0,8094,40.0,Intel UHD Graphics,generic (based on 8 CPUs),100.0,"1,042",237,15.0,False,10,i5,i5,1.0
28,5000000.0,2024 12 22T13:11:26.000Z,DOUERA,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5,256GB,,,,,,,Intel Core i5-8350U @ 1.70GHz,100.0,4.0,6801,15.0,Intel UHD Graphics 620,generic (based on 17 CPUs),100.0,"1,042",237,15.0,False,8,i5,i5,1.0
29,5000000.0,2021 08 27T13:48:53.000Z,MAZOUNA,BON TAT,ASPIRE,,4TH GEN INTEL CORE I3 4005U,4GB,,500GB,15.6,,,,Intel Core i3-4005U @ 1.70GHz,68.75,2.0,"1,650",15.0,Intel HD Graphics 4400,fuzzy_tier_validated,100.0,530,272,50.0,False,4,i3,i3,
30,4500000.0,2025 04 18T14:37:21.000Z,AIN EL HADJAR,JAMAIS UTILIS,,,INTEL CORE I3 5005U,128GB,128GB,,15.6,,,,Intel Core i3-5005U @ 2.00GHz,100.0,2.0,"2,012",15.0,Intel HD Graphics 5500,fuzzy_tier_validated,100.0,400,150,25.0,False,50,i3,i3,
31,4500000.0,2025 07 14T10:46:33.000Z,MOHAMMADIA,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5 8350U,8GB,,,14.0,,1920x1080 FHD,,Intel Core i5-8350U @ 1.70GHz,68.75,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
32,4500000.0,2024 09 11T09:48:21.000Z,,,,,7TH GEN INTEL CORE I5 7300U,8GB,,,14.0,,,,Intel Core i5-7300U @ 2.60GHz,68.75,2.0,"3,634",15.0,Intel HD Graphics 620,fuzzy_tier_validated,100.0,400,150,25.0,False,7,i5,i5,
33,4500000.0,2025 07 08T20:29:04.000Z,BLIDA,BON TAT,PAVILION,,6TH GEN INTEL CORE I5 6200U,8GB,250GB,,16.0,,,,Intel Core i5-6200U @ 2.30GHz,68.75,2.0,"2,989",15.0,Intel HD Graphics 520,fuzzy_tier_validated,100.0,400,150,25.0,False,6,i5,i5,
34,4000000.0,2025 05 31T21:23:17.000Z,LAGHOUAT,,THINKPAD,,INTEL CORE I5 6300U,16GB,512GB,,14.0,,,,Intel Core i5-6300U @ 2.40GHz,100.0,2.0,"3,203",15.0,Intel HD Graphics 520,fuzzy_tier_validated,100.0,400,150,25.0,False,63,i5,i5,
35,4000000.0,2021 07 26T16:12:56.000Z,AIN OULMENE,BON TAT,PAVILION,,INTEL CORE I3 4005U,4GB,,4TB,,,,,Intel Core i3-4005U @ 1.70GHz,100.0,2.0,"1,650",15.0,Intel HD Graphics 4400,fuzzy_tier_validated,100.0,530,272,50.0,False,40,i3,i3,
36,3550000.0,2025 08 01T00:34:53.000Z,EL BIAR,,MACBOOK,APPLE 24-CORE GPU,APPLE M1 MAX,32GB,1TB,,16.0,,,,Apple M1 Max 10 Core 3200 MHz,100.0,8.0,"22,150",60.0,Apple 64-core GPU,fuzzy_tier_validated,85.71428571428571,50000,1500,60.0,False,,,,
37,3500000.0,2025 03 12T17:27:31.000Z,ALGER CENTRE,,VECTOR,NVIDIA GEFORCE RTX 3070 TI,INTEL CORE I7 12700H,16GB,512GB,,15.6,,1920x1080,,Intel Core i7-12700H,100.0,6.0,"25,280",45.0,GeForce RTX 3070,fuzzy_tier_validated,100.0,"22,150","1,004",220.0,False,12,i7,i7,
38,3500000.0,2025 01 22T19:28:06.000Z,NEDROMA,BON TAT,PROBOOK,,INTEL CORE I5 3360M,4GB,,320GB,,,,DDR3,Intel Core i5-3360M @ 2.80GHz,100.0,2.0,"2,880",35.0,Intel HD Graphics 4000,fuzzy_tier_validated,100.0,400,150,25.0,False,33,i5,i5,
39,3000000.0,2024 10 18T11:03:31.000Z,AIN BENIAN,BON TAT,PAVILION,,INTEL CORE I5 4210M,8GB,,,15.0,,,,Intel Core i5-4210M @ 2.60GHz,100.0,2.0,"2,904",37.0,Intel HD Graphics 4600,fuzzy_tier_validated,100.0,631,312,45.0,False,42,i5,i5,
40,2900000.0,2024 09 19T09:08:38.000Z,BEJAIA,,PAVILION,,INTEL CELERON,8GB,1TB,,,,,,Generic INTEL CELERON,100.0,2.0,677,17.0,Intel HD Graphics,generic (based on 125 CPUs),100.0,114,346,20.0,True,,celeron,celeron,
41,2900000.0,2025 06 01T21:57:31.000Z,EL OUED,BON TAT,IDEAPAD,,AMD A6 7310 APU,4GB,128GB,,17.0,,,,AMD A6-7310 APU,100.0,4.0,"1,751",25.0,AMD Radeon R5 Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,,,
42,2500000.0,2025 08 07T10:01:10.000Z,BOUZAREAH,BON TAT,LATITUDE,,INTEL CORE I5,8GB,128GB,,14.0,,,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
43,2500000.0,2024 09 02T08:01:48.000Z,,,VIVOBOOK,,INTEL CELERON N3060,2GB,,,,,,,Intel Celeron N3060 @ 1.60GHz,100.0,2.0,654,6.0,Intel HD Graphics,fuzzy_tier_validated,100.0,114,346,20.0,False,,celeron,celeron,
44,2500000.0,2025 07 06T12:03:30.000Z,CHLEF,MOYEN,INSPIRON,,8TH GEN INTEL CORE I5,8GB,512GB,,14.0,,,,Intel Core i5-8350U @ 1.70GHz,100.0,4.0,6801,15.0,Intel UHD Graphics 620,generic (based on 17 CPUs),100.0,"1,042",237,15.0,False,8,i5,i5,1.0
45,2400000.0,2024 11 21T19:01:51.000Z,HRAOUA,,VIVOBOOK,NVIDIA GEFORCE GT 310,INTEL CORE I3 370M,4GB,,,15.6,,,,Intel Core i3-370M @ 2.40GHz,100.0,2.0,"1,171",35.0,GeForce 310,fuzzy_tier_validated,100.0,144,40,30.5,False,3,i3,i3,
46,2000000.0,2025 03 15T21:59:00.000Z,MESRA,,SPECTRE,,INTEL CORE I7,32GB,1000GB,,,,,,Generic INTEL I7,100.0,4.0,5848,37.0,Intel HD Graphics 4600,generic (based on 211 CPUs),100.0,631,312,45.0,True,,i7,i7,
47,2000000.0,2025 06 01T23:56:50.000Z,EL OUED,BON TAT,LATITUDE,,INTEL CORE I5 M520,6GB,,300GB,14.0,,,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
48,2000000.0,2025 05 29T22:04:00.000Z,ROUIBA,,THINKPAD,,AMD 3020E,4GB,,1TB,,,,,AMD 3020e,100.0,2.0,"2,396",6.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,,,
49,1900000.0,2024 11 10T10:27:20.000Z,BOU ISMAIL,,MACBOOK,,APPLE M2,16GB,,,13.0,,,,Apple M2 8 Core 3500 MHz,100.0,4.0,"15,646",22.0,Apple 19-core GPU,fuzzy_tier_validated,100.0,15000,500,15.0,False,,,,
50,1900000.0,2024 08 15T09:26:14.000Z,ANNABA,,LEGION,NVIDIA GEFORCE RTX 3070 TI,AMD RYZEN 7,32GB,2TB,,16.0,,,,Generic AMD RYZEN 7,100.0,8.0,21696,35.0,GeForce RTX 3070,generic (based on 71 CPUs),100.0,"22,150","1,004",220.0,True,,ryzen7,ryzen7,
51,1550000.0,2024 08 24T19:24:19.000Z,KHEMIS MILIANA,JAMAIS UTILIS,VIVOBOOK,,AMD RYZEN 7 7730U,8GB,1TB,,16.0,,1920x1200,,AMD Ryzen 7 7730U,100.0,8.0,"17,612",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen7,ryzen7,
52,1499000.0,2025 07 09T10:07:00.000Z,EZZOUAR,JAMAIS UTILIS,IDEAPAD,,13TH GEN INTEL CORE I7 13620H,16GB,512GB,,15.6,,1920x1080,LPDDR5,Intel Core i7-13620H,100.0,6.0,"23,624",45.0,Intel UHD Graphics 770,fuzzy_tier_validated,100.0,"5,967",567,230.0,False,13,i7,i7,
53,1495000.0,2024 11 23T12:10:30.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,128GB,8TB,,16.0,,,,Apple M3 Max 14 Core,100.0,10.0,"36,485",78.0,Apple 38-core GPU,fuzzy_tier_validated,100.0,30000,1000,15.0,False,,,,
54,1450000.0,2025 01 05T16:34:18.000Z,ALGER CENTRE,BON TAT,PAVILION,,INTEL CORE I5,16GB,,10TB,,,,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
55,1400000.0,2025 05 19T17:30:27.000Z,MILIANA,BON TAT,NITRO,NVIDIA GEFORCE RTX 3050,11TH GEN INTEL CORE I5,16GB,1TB+240GB,,,,,,Intel Core i5-11400H @ 2.70GHz,100.0,4.0,10769,35.0,GeForce RTX 3050 4GB Laptop GPU,generic (based on 9 CPUs),100.0,"9,499",490,75.0,False,11,i5,i5,1.0
56,1300000.0,2025 05 09T10:36:29.000Z,ANNABA,BON TAT,OMEN,NVIDIA GEFORCE RTX 2070 SUPER,INTEL CORE I7 10750H,16GB,1TB,,17.0,,,,Intel Core i7-10750H @ 2.60GHz,100.0,6.0,"11,503",45.0,GeForce RTX 2070,fuzzy_tier_validated,100.0,"16,064",817,175.0,False,10,i7,i7,
57,1300000.0,2025 06 24T13:22:19.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,256GB,4TB,,16.0,,,,Apple M3 Max 14 Core,100.0,10.0,"36,485",78.0,Apple 64-core GPU,fuzzy_tier_validated,85.71428571428571,50000,1500,60.0,False,,,,
58,1250000.0,2025 08 05T08:18:57.000Z,EL BIAR,,MACBOOK,,APPLE M1,8GB,256GB,,13.0,,,,Apple M1 8 Core 3200 MHz,100.0,4.0,"14,133",15.1,Apple 19-core GPU,fuzzy_tier_validated,100.0,15000,500,15.0,False,,,,
59,1234567.0,2024 12 30T13:07:04.000Z,BIRKHADEM,BON TAT,MACBOOK,,APPLE M1,8GB,512GB,,13.0,,,,Apple M1 8 Core 3200 MHz,100.0,4.0,"14,133",15.1,Apple 19-core GPU,fuzzy_tier_validated,100.0,15000,500,15.0,False,,,,
60,1223789.0,2025 01 30T16:46:04.000Z,LAGHOUAT,,ELITEBOOK,,8TH GEN INTEL CORE I5 8350U,16GB,250GB,,,,1920x1080,,Intel Core i5-8350U @ 1.70GHz,68.75,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
61,1200000.0,2025 07 19T21:27:29.000Z,GUELMA,MOYEN,IDEAPAD,,6TH GEN INTEL CORE I3,4GB,128GB,,12.0,,1920x1080 FHD,,Intel Core i3-6006U @ 2.00GHz,100.0,2.0,2788,28.0,Intel HD Graphics 520,generic (based on 7 CPUs),100.0,400,150,25.0,False,6,i3,i3,3.0
62,1111111.0,2025 07 31T08:38:15.000Z,AIN OULMENE,BON TAT,INSPIRON,,8TH GEN INTEL CORE I5,,,,,,,,Intel Core i5-8350U @ 1.70GHz,100.0,4.0,6801,15.0,Intel UHD Graphics 620,generic (based on 17 CPUs),100.0,"1,042",237,15.0,False,8,i5,i5,1.0
63,1100000.0,2025 02 08T12:45:19.000Z,BORDJ GHEDIR,,,,AMD RYZEN 5 5600G,16GB,256GB,,27.0,,,,AMD Ryzen 5 5600H,94.11764705882354,6.0,"16,492",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
64,1090000.0,2025 08 10T15:59:40.000Z,EZZOUAR,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 5090,INTEL ULTRA 9 275HX,64GB,4TB,,,,,,Intel Core Ultra 9 275HX,100.0,8.0,"56,114",55.0,GeForce RTX 5090,fuzzy_tier_validated,100.0,"38,863","1,412",575.0,False,,ultra9,ultra9,
65,1000000.0,2025 06 15T10:54:06.000Z,SOUGUEUR,BON TAT,TUF,NVIDIA GEFORCE GTX 1650,10TH GEN INTEL CORE I5 10400F,16GB,,,,,,,Intel Core i5-10400H @ 2.60GHz,62.85714285714285,4.0,"8,250",45.0,GeForce GTX 1650,fuzzy_tier_validated,100.0,"7,871",554,75.0,False,10,i5,i5,
66,999999.0,2025 01 06T22:38:02.000Z,AIN AZEL,,INSPIRON,NVIDIA GEFORCE RTX 3050,11TH GEN INTEL CORE I5 11260H,16GB,512GB,,,,,,Intel Core i5-11260H @ 2.60GHz,69.23076923076923,6.0,"15,391",45.0,GeForce RTX 3050 4GB Laptop GPU,fuzzy_tier_validated,100.0,"9,499",490,75.0,False,11,i5,i5,
67,980000.0,2025 07 03T19:49:39.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 285HX,64GB,4TB,,,,,,Intel Core Ultra 9 285HX,100.0,8.0,"57,591",55.0,GeForce RTX 5080,fuzzy_tier_validated,100.0,"35,772","1,411",360.0,False,,ultra9,ultra9,
68,980000.0,2025 06 10T14:52:01.000Z,ALGER CENTRE,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 5090,INTEL CORE ULTRA 9 275HX,32GB,2TB,,16.0,240Hz,3K,DDR5,Intel Core Ultra 9 275HX,100.0,8.0,"56,114",55.0,GeForce RTX 5090,fuzzy_tier_validated,100.0,"38,863","1,412",575.0,False,,ultra9,ultra9,
69,950000.0,2025 08 04T10:00:52.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M4 MAX,48GB,1TB,,16.2,,3456x2234,,Apple M4 Max 14 Core,100.0,10.0,"38,486",40.0,Apple 64-core GPU,fuzzy_tier_validated,85.71428571428571,50000,1500,60.0,False,,,,
70,950000.0,2025 07 05T17:36:21.000Z,BORDJ BOU ARRERIDJ,,GALAXY,,13TH GEN INTEL CORE I5,8GB,256GB,,15.6,,1920x1080 FHD,DDR4,Intel Core i5-1340P,100.0,4.0,18735,45.0,Intel UHD Graphics 730,generic (based on 11 CPUs),100.0,1000,237,15.0,False,13,i5,i5,1.0
71,940000.0,2025 07 10T17:03:25.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 285HX,64GB,4TB,,,,,,Intel Core Ultra 9 285HX,100.0,8.0,"57,591",55.0,GeForce RTX 5080,fuzzy_tier_validated,100.0,"35,772","1,411",360.0,False,,ultra9,ultra9,
72,897000.0,2025 01 20T10:19:31.000Z,DRARIA,JAMAIS UTILIS,ZBOOK,NVIDIA RTX A3000,13TH GEN INTEL CORE I9 13900H,,,,,,,,Intel Core i9-13900H,100.0,6.0,"27,344",45.0,GeForce RTX 3050 Ti Laptop GPU,fuzzy_tier_validated,66.66666666666666,"10,091",498,80.0,False,13,i9,i9,
73,880000.0,2024 08 29T07:37:05.000Z,,,MACBOOK,,APPLE M3 MAX,96GB,4TB,,14.0,,,,Apple M3 Max 14 Core,100.0,10.0,"36,485",78.0,Apple 38-core GPU,fuzzy_tier_validated,100.0,30000,1000,15.0,False,,,,
74,880000.0,2024 12 19T08:31:14.000Z,BIR EL DJIR,,SURFACE,,11TH GEN INTEL CORE I7,8GB,256GB,,,,,,Intel Core i7-1185G7 @ 3.00GHz,100.0,4.0,10221,31.5,Intel Iris Xe Graphics,generic (based on 12 CPUs),100.0,2200,320,15.0,False,11,i7,i7,1.0
75,870000.0,2025 03 02T09:15:52.000Z,ANNABA,,SURFACE,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,13.5,,,DDR4,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
76,860000.0,2025 08 11T09:24:37.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 285HX,64GB,4TB,,18.0,,3840x2160,DDR5,Intel Core Ultra 9 285HX,100.0,8.0,"57,591",55.0,GeForce RTX 5080,fuzzy_tier_validated,100.0,"35,772","1,411",360.0,False,,ultra9,ultra9,
77,850000.0,2025 04 28T18:34:43.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,128GB,2TB,,14.2,,,,Apple M2 Max 12 Core 3680 MHz,100.0,12.0,"26,839",30.0,Apple 38-core GPU,fuzzy_tier_validated,100.0,30000,1000,15.0,False,,,,
78,850000.0,2025 06 12T21:03:11.000Z,MOSTAGANEM,,INSPIRON,,13TH GEN INTEL CORE I5 1345U,16GB,512GB,,15.6,,,,Intel Core i5-1345U,100.0,2.0,"14,177",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
79,840000.0,2025 07 26T08:15:35.000Z,EZZOUAR,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4090,14TH GEN INTEL CORE I9 14900HX,32GB,2TB,,18.0,300Hz,,DDR5,Intel Core i9-14900HX,100.0,8.0,"44,450",55.0,GeForce RTX 4090,fuzzy_tier_validated,100.0,"38,098","1,303",450.0,False,14,i9,i9,
80,830000.0,2025 07 26T11:48:09.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,128GB,,,,,,,Apple M3 Max 14 Core,100.0,10.0,"36,485",78.0,Apple 64-core GPU,fuzzy_tier_validated,85.71428571428571,50000,1500,60.0,False,,,,
81,830000.0,2025 07 26T15:17:01.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,64GB,2TB,,16.0,,,,Apple M3 Max 14 Core,100.0,10.0,"36,485",78.0,Apple 64-core GPU,fuzzy_tier_validated,85.71428571428571,50000,1500,60.0,False,,,,
82,820000.0,2025 03 19T22:32:46.000Z,ALGER CENTRE,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4090,INTEL ULTRA 9 185H,32GB,1TB,,16.0,240Hz,,,Intel Core Ultra 9 185H,100.0,6.0,"29,315",45.0,GeForce RTX 4090,fuzzy_tier_validated,100.0,"38,098","1,303",450.0,False,,ultra9,ultra9,
