id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,mapped_cpu_name,match_score,cores,cpu_mark,tdp,gpu_name,match_type,gpu_match_score,gpu_g3d_mark,gpu_g2d_mark,gpu_tdp,is_generic_cpu,cpu_generation,cpu_tier,mapped_cpu_tier,inference_level
7827,95000.0,2025 07 28T13:22:08.000Z,ALGER CENTRE,,THINKPAD,,AMD RYZEN 5 PRO 7535U,16GB,512GB,,14.0,,1920x1080,DDR4,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
7828,95000.0,2024 09 23T16:59:42.000Z,EZZOUAR,,ELITEBOOK,,AMD RYZEN 5 PRO 5675U,16GB,256GB,,14.0,,,LPDDR4,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
7829,95000.0,2025 07 25T11:07:31.000Z,KOUBA,,ELITEBOOK,,AMD RYZEN 5 PRO 5650U,16GB,256GB,,14.0,,1920x1080,DDR4,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
7830,95000.0,2025 08 11T15:46:37.000Z,SKIKDA,BON TAT,ELITEBOOK,,AMD RYZEN 5 7530U,16GB,,,,,,,AMD Ryzen 5 7530U,100.0,6.0,"15,267",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7831,95000.0,2024 12 26T18:01:19.000Z,BOUMERDES,,STEALTH,,AMD RYZEN 5 7530U,8GB,512GB,,14.0,60Hz,1920x1080 FHD,DDR4,AMD Ryzen 5 7530U,100.0,6.0,"15,267",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7832,95000.0,2025 08 07T13:42:04.000Z,AIN NAADJA,JAMAIS UTILIS,IDEAPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,LPDDR5,AMD Ryzen 5 7520U,100.0,4.0,"9,025",15.0,AMD Radeon 610M,fuzzy_tier_validated,100.0,1800,300,15.0,False,,ryzen5,ryzen5,
7833,95000.0,2025 08 11T12:04:23.000Z,OULED FAYET,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,DDR5,AMD Ryzen 5 7520U,100.0,4.0,"9,025",15.0,AMD Radeon 610M,fuzzy_tier_validated,100.0,1800,300,15.0,False,,ryzen5,ryzen5,
7834,95000.0,2025 08 09T09:11:54.000Z,EZZOUAR,JAMAIS UTILIS,IDEAPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,,AMD Ryzen 5 7520U,100.0,4.0,"9,025",15.0,AMD Radeon 610M,fuzzy_tier_validated,100.0,1800,300,15.0,False,,ryzen5,ryzen5,
7835,95000.0,2025 08 09T09:28:31.000Z,BACHDJERRAH,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,DDR5,AMD Ryzen 5 7520U,100.0,4.0,"9,025",15.0,AMD Radeon 610M,fuzzy_tier_validated,100.0,1800,300,15.0,False,,ryzen5,ryzen5,
7836,95000.0,2025 07 25T11:07:31.000Z,KOUBA,,PROBOOK,,AMD RYZEN 5 5625U,16GB,512GB,,15.6,,1920x1080 FHD,DDR4,AMD Ryzen 5 5625U,100.0,6.0,"14,654",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7837,95000.0,2025 01 14T07:15:28.000Z,AIN NAADJA,JAMAIS UTILIS,PROBOOK,,AMD RYZEN 5 5600U,8GB,256GB,,14.0,,,DDR4,AMD Ryzen 5 5600U,100.0,6.0,"15,034",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7838,95000.0,2025 08 09T16:09:14.000Z,EZZOUAR,BON TAT,IDEAPAD,,AMD RYZEN 5 5600H,8GB,512GB,,16.0,,2560x1440,,AMD Ryzen 5 5600H,100.0,6.0,"16,492",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7839,95000.0,2025 07 29T12:39:07.000Z,BOUZAREAH,BON TAT,VICTUS,AMD RADEON RX 6500,AMD RYZEN 5 5600,16GB,512GB,,15.6,,,,AMD Ryzen 5 5600H,96.96969696969695,6.0,"16,492",45.0,GeForce 6500,fuzzy_tier_validated,100.0,38,300,30.0,False,,ryzen5,ryzen5,
7840,95000.0,2022 12 03T09:02:04.000Z,EZZOUAR,BON TAT,ASPIRE,,AMD RYZEN 5 5500U,8GB,256GB,,15.6,,,,AMD Ryzen 5 5500U,100.0,6.0,"12,715",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7841,95000.0,2025 01 18T15:04:57.000Z,SAID HAMDINE,,INSPIRON,,AMD RYZEN 5 5500U,16GB,,518GB,15.0,,,,AMD Ryzen 5 5500U,100.0,6.0,"12,715",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7842,95000.0,2025 08 10T10:42:37.000Z,BOUMERDES,JAMAIS UTILIS,,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,1920x1080 FHD,DDR4,AMD Ryzen 5 5500U,100.0,6.0,"12,715",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7843,95000.0,2022 12 29T11:31:05.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 5500U,16GB,256GB,,14.0,,,,AMD Ryzen 5 5500U,100.0,6.0,"12,715",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7844,95000.0,2025 08 09T21:35:33.000Z,BORDJ BOU ARRERIDJ,,THINKPAD,,AMD RYZEN 5 5500U,8GB,256GB,,,,,DDR4,AMD Ryzen 5 5500U,100.0,6.0,"12,715",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
7845,95000.0,2025 07 30T14:45:52.000Z,EZZOUAR,BON TAT,TUF,NVIDIA GEFORCE GTX 1650,AMD RYZEN 5 3550H,16GB,512GB,,15.6,,1920x1080 FHD,,AMD Ryzen 5 3550H,100.0,4.0,"7,677",35.0,GeForce GTX 1650,fuzzy_tier_validated,100.0,"7,871",554,75.0,False,,ryzen5,ryzen5,
7846,95000.0,2022 09 13T15:40:18.000Z,EZZOUAR,,SWIFT,,AMD RYZEN 5 3500U,8GB,512GB,,14.0,,,,AMD Ryzen 5 3500U,100.0,4.0,"6,828",15.0,AMD Radeon Vega 8 Graphics,fuzzy_tier_validated,100.0,1200,250,15.0,False,,ryzen5,ryzen5,
7847,95000.0,2022 10 09T07:28:59.000Z,EZZOUAR,BON TAT,,,AMD RYZEN 5 3500U,8GB,512GB,,14.0,,1920x1080 FHD,,AMD Ryzen 5 3500U,100.0,4.0,"6,828",15.0,AMD Radeon Vega 8 Graphics,fuzzy_tier_validated,100.0,1200,250,15.0,False,,ryzen5,ryzen5,
7848,95000.0,2024 12 01T09:36:10.000Z,KOUBA,BON TAT,ELITEBOOK,,AMD RYZEN 3 7440U,16GB,512GB,,16.0,,,,AMD Ryzen 3 7440U,100.0,4.0,"13,100",28.0,AMD Radeon 740M,fuzzy_tier_validated,100.0,3500,420,28.0,False,,ryzen3,ryzen3,
7849,95000.0,2025 07 26T09:06:48.000Z,EZZOUAR,,STEALTH,NVIDIA GEFORCE GTX 1650,9TH GEN INTEL CORE I7 9750H,16GB,512GB,,15.0,,1920x1080 FHD,,Intel Core i7-9750H @ 2.60GHz,68.75,6.0,"10,603",45.0,GeForce GTX 1650,fuzzy_tier_validated,100.0,"7,871",554,75.0,False,9,i7,i7,
7850,95000.0,2025 07 20T10:30:39.000Z,EZZOUAR,,ZBOOK,NVIDIA QUADRO P1000,9TH GEN INTEL CORE I7 9750H,16GB,512GB,,15.0,,1920x1080,,Intel Core i7-9750H @ 2.60GHz,68.75,6.0,"10,603",45.0,Intel UHD Graphics 600,fuzzy_tier_validated,52.63157894736842,650,210,10.0,False,9,i7,i7,
7851,95000.0,2025 08 07T07:23:06.000Z,ORAN,,ZBOOK,NVIDIA QUADRO T1000,9TH GEN INTEL CORE I5 9300H,32GB,512GB,500GB,17.0,,,,Intel Core i5-9300H @ 2.40GHz,68.75,4.0,"7,427",45.0,Radeon X1600 Pro,fuzzy_tier_validated,57.142857142857146,99,273,41.0,False,9,i5,i5,
7852,95000.0,2025 02 25T11:10:29.000Z,BORDJ EL KIFFAN,,THINKPAD,,9TH GEN INTEL CORE I5,,,,14.0,,,,Intel Core i5-9300H @ 2.40GHz,100.0,4.0,7802,45.0,Intel UHD Graphics 630,generic (based on 5 CPUs),100.0,1100,280,50.0,False,9,i5,i5,2.0
7853,95000.0,2025 02 22T13:31:02.000Z,EZZOUAR,BON TAT,ZENBOOK,NVIDIA GEFORCE GTX 1050,8TH GEN INTEL CORE I7 8565U,16GB,512GB,,15.0,,,,Intel Core i7-8565U @ 1.80GHz,68.75,4.0,"5,971",15.0,GeForce GTX 1050,fuzzy_tier_validated,100.0,"5,044",458,75.0,False,8,i7,i7,
7854,95000.0,2022 12 11T21:26:20.000Z,EL EULMA,BON TAT,SWIFT,,8TH GEN INTEL CORE I7,8GB,256GB,,15.6,,,,Intel Core i7-8650U @ 1.90GHz,100.0,4.0,7492,28.0,Intel UHD Graphics 630,generic (based on 17 CPUs),100.0,1100,280,50.0,False,8,i7,i7,3.0
7855,95000.0,2019 10 15T17:03:25.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I5 8350U,16GB,256GB,,15.0,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
7856,95000.0,2021 11 12T13:16:29.000Z,HUSSEIN DEY,,LATITUDE,,8TH GEN INTEL CORE I5 8350U,8GB,250GB,,14.0,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
7857,95000.0,2022 07 23T11:43:36.000Z,EZZOUAR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I5 8350U,8GB,512GB,,13.0,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
7858,95000.0,2025 07 19T14:32:43.000Z,SOUR EL GHOUZLANE,,PAVILION,NVIDIA GEFORCE GTX 1050,8TH GEN INTEL CORE I5 8300H,8GB,128GB,1TB,,,,,Intel Core i5-8300H @ 2.30GHz,68.75,4.0,"7,365",45.0,GeForce GTX 1050,fuzzy_tier_validated,100.0,"5,044",458,75.0,False,8,i5,i5,
7859,95000.0,2025 07 23T02:54:58.000Z,SOUR EL GHOUZLANE,,PAVILION,NVIDIA GEFORCE GTX 1050,8TH GEN INTEL CORE I5 8300H,8GB,128GB,1TB,17.3,,,,Intel Core i5-8300H @ 2.30GHz,68.75,4.0,"7,365",45.0,GeForce GTX 1050,fuzzy_tier_validated,100.0,"5,044",458,75.0,False,8,i5,i5,
7860,95000.0,2019 10 20T11:39:44.000Z,EZZOUAR,BON TAT,VIVOBOOK,NVIDIA GEFORCE MX110,8TH GEN INTEL CORE I5 8265U,8GB,512GB,,15.0,,,,Intel Core i5-8265U @ 1.60GHz,68.75,4.0,"5,807",15.0,GeForce MX150,fuzzy_tier_validated,80.0,"2,256",212,25.0,False,8,i5,i5,
7861,95000.0,2019 12 04T12:25:04.000Z,EZZOUAR,BON TAT,PAVILION,NVIDIA GEFORCE GT 940MX,8TH GEN INTEL CORE I5 8250U,16GB,,,15.0,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4.0,"5,800",15.0,GeForce 9400 GT,fuzzy_tier_validated,80.0,195,37,50.0,False,8,i5,i5,
7862,95000.0,2019 05 14T22:50:17.000Z,EZZOUAR,BON TAT,THINKPAD,NVIDIA GEFORCE GT 940MX,8TH GEN INTEL CORE I5 8250U,8GB,128GB,1TB,14.0,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4.0,"5,800",15.0,GeForce 9400 GT,fuzzy_tier_validated,80.0,195,37,50.0,False,8,i5,i5,
7863,95000.0,2021 11 01T09:08:33.000Z,ALGER CENTRE,,VIVOBOOK,NVIDIA GEFORCE MX110,8TH GEN INTEL CORE I5 8250U,4GB,,1TB,15.0,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4.0,"5,800",15.0,GeForce MX150,fuzzy_tier_validated,80.0,"2,256",212,25.0,False,8,i5,i5,
7864,95000.0,2021 08 14T20:37:17.000Z,CHERAGA,,INSPIRON,,8TH GEN INTEL CORE I5 8250U,8GB,250GB,,13.0,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4.0,"5,800",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
7865,95000.0,2020 04 03T16:19:28.000Z,EZZOUAR,BON TAT,SURFACE,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,12.0,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4.0,"5,800",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
7866,95000.0,2022 11 14T11:35:59.000Z,SIDI BEL ABBES,BON TAT,LEGION,NVIDIA GEFORCE GTX 1050,7TH GEN INTEL CORE I7 7700HQ,8GB,256GB,1TB,,,,,Intel Core i7-7700HQ @ 2.80GHz,70.58823529411765,4.0,"6,881",45.0,GeForce GTX 1050,fuzzy_tier_validated,100.0,"5,044",458,75.0,False,7,i7,i7,
7867,95000.0,2021 09 01T02:09:09.000Z,OULED MOUSSA,BON TAT,PAVILION,NVIDIA GEFORCE GT 940MX,7TH GEN INTEL CORE I7 7500U,8GB,,,,,,,Intel Core i7-7500U @ 2.70GHz,68.75,2.0,"3,633",15.0,GeForce 9400 GT,fuzzy_tier_validated,80.0,195,37,50.0,False,7,i7,i7,
7868,95000.0,2024 06 08T10:42:39.000Z,MOHAMMADIA,BON TAT,XPS,NVIDIA GEFORCE GTX 1050,7TH GEN INTEL CORE I7,16GB,512GB,,,,,,Intel Core i7-7500U @ 2.70GHz,100.0,3.0,5495,36.5,GeForce GTX 1050,generic (based on 10 CPUs),100.0,"5,044",458,75.0,False,7,i7,i7,2.0
7869,95000.0,2025 06 22T11:09:58.000Z,CHLEF,,,,2ND GEN QUALCOMM SNAPDRAGON 8CX,8GB,256GB,,12.35,,2.5K,,Snapdragon 835,83.33333333333333,8.0,"2,610",9.0,Adreno 680,fuzzy_tier_validated,100.0,"5,609",533,195.0,False,2,,,
7870,95000.0,2024 08 22T10:33:37.000Z,EZZOUAR,BON TAT,LATITUDE,,13TH GEN INTEL CORE I5 1350P,16GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-1350P,100.0,4.0,"18,735",28.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7871,95000.0,2025 07 07T13:49:42.000Z,EL EULMA,BON TAT,LATITUDE,,13TH GEN INTEL CORE I5 1345U,16GB,512GB,,15.0,,,,Intel Core i5-1345U,100.0,2.0,"14,177",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7872,95000.0,2025 08 09T07:44:08.000Z,ORAN,BON TAT,LATITUDE,,13TH GEN INTEL CORE I5 1345U,16GB,256GB,,14.0,,,,Intel Core i5-1345U,100.0,2.0,"14,177",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7873,95000.0,2025 06 19T10:42:23.000Z,EZZOUAR,,THINKPAD,,13TH GEN INTEL CORE I5 13400H,16GB,512GB,,15.6,,1920x1080,DDR4,Intel Core i5-10300H @ 2.50GHz,62.85714285714285,4.0,"8,201",45.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,13,i5,i5,
7874,95000.0,2025 06 02T09:49:27.000Z,ALGER CENTRE,BON TAT,LATITUDE,,13TH GEN INTEL CORE I5 1335U,,,,,,,,Intel Core i5-1335U,100.0,2.0,"13,994",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7875,95000.0,2025 07 30T12:20:58.000Z,EZZOUAR,,LATITUDE,,13TH GEN INTEL CORE I5 1335U,16GB,,,,,,,Intel Core i5-1335U,100.0,2.0,"13,994",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7876,95000.0,2025 01 11T22:23:41.000Z,BIRKHADEM,,THINKPAD,,13TH GEN INTEL CORE I5 1335U,8GB,256GB,,15.6,,Full HD,DDR5,Intel Core i5-1335U,100.0,2.0,"13,994",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7877,95000.0,2025 06 22T14:43:14.000Z,BIRKHADEM,,THINKPAD,,13TH GEN INTEL CORE I5 1335U,16GB,256GB,,13.3,,1920x1080 FHD,,Intel Core i5-1335U,100.0,2.0,"13,994",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7878,95000.0,2025 08 09T11:35:39.000Z,DAR EL BEIDA,BON TAT,VIVOBOOK,,13TH GEN INTEL CORE I5 1335U,16GB,512GB,,14.0,,,,Intel Core i5-1335U,100.0,2.0,"13,994",15.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,13,i5,i5,
7879,95000.0,2025 06 03T17:52:52.000Z,ALGER CENTRE,,GALAXY,,12TH GEN INTEL CORE I7 1260P,16GB,512GB,,13.3,,,,Intel Core i7-1260P,100.0,4.0,"16,583",28.0,Intel UHD Graphics 770,fuzzy_tier_validated,100.0,"5,967",567,230.0,False,12,i7,i7,
7880,95000.0,2025 07 23T21:10:19.000Z,MOHAMMADIA,,GALAXY,,12TH GEN INTEL CORE I7 1260P,16GB,512GB,,,,,,Intel Core i7-1260P,100.0,4.0,"16,583",28.0,Intel UHD Graphics 770,fuzzy_tier_validated,100.0,"5,967",567,230.0,False,12,i7,i7,
7881,95000.0,2025 02 10T14:54:38.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I7 1185G7,16GB,512GB,,15.6,,1920x1080,DDR4,Intel Core i7-1185G7E @ 2.80GHz,72.22222222222223,4.0,"9,949",15.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,12,i7,i7,
7882,95000.0,2025 06 20T19:24:53.000Z,OULED FAYET,BON TAT,INSPIRON,,12TH GEN INTEL CORE I7 1165G7,16GB,512GB,,15.6,,FHD,DDR4,Intel Core i7-1165G7 @ 2.80GHz,74.28571428571428,4.0,"9,839",15.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,12,i7,i7,
7883,95000.0,2025 08 08T19:30:04.000Z,SOUIDANIA,,THINKPAD,,12TH GEN INTEL CORE I5 VPRO,16GB,256GB,,14.0,,,,Intel Core i5-1250P,100.0,4.0,16145,35.0,Intel UHD Graphics 730,generic (based on 13 CPUs),100.0,1000,237,15.0,False,12,i5,i5,1.0
7884,95000.0,2025 08 06T10:56:24.000Z,MOSTAGANEM,,ELITEBOOK,,12TH GEN INTEL CORE I5 1250P,16GB,512GB,,14.0,,,,Intel Core i5-1250P,100.0,4.0,"19,108",28.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,12,i5,i5,
7885,95000.0,2024 11 26T09:47:17.000Z,EZZOUAR,,THINKPAD,,12TH GEN INTEL CORE I5 12500H,8GB,256GB,,15.6,,1920x1080,DDR4,Intel Core i5-12500H,100.0,4.0,"20,442",45.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,12,i5,i5,
7886,95000.0,2024 10 02T14:17:40.000Z,EZZOUAR,,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,14.0,,1920x1080 FHD,,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7887,95000.0,2024 11 16T09:20:36.000Z,EZZOUAR,,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,14.1,,1920x1080,DDR4,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7888,95000.0,2025 01 22T12:54:34.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,14.0,,,,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7889,95000.0,2025 05 21T11:26:54.000Z,BEJAIA,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,15.0,,,,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7890,95000.0,2024 07 16T09:19:38.000Z,EZZOUAR,,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,14.0,,1929x1080,DDR5,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7891,95000.0,2025 03 23T11:30:30.000Z,KOUBA,,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7892,95000.0,2024 08 24T11:50:39.000Z,MOHAMMADIA,,ELITEBOOK,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,14.0,,,,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7893,95000.0,2024 11 13T14:39:07.000Z,EZZOUAR,,THINKPAD,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.0,,1920x1080 FHD,,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7894,95000.0,2025 04 24T09:09:53.000Z,EZZOUAR,,SURFACE,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,13.5,,2560x1440,DDR5,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7895,95000.0,2025 07 28T13:25:47.000Z,ALGER CENTRE,,THINKPAD,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.3,,1920x1080 FHD,DDR4,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7896,95000.0,2025 07 30T09:25:48.000Z,KOUBA,,SURFACE,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.3,,,,Intel Core i5-1245U,100.0,2.0,"12,945",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7897,95000.0,2024 10 01T08:53:37.000Z,OULED YAICH,,LATITUDE,,12TH GEN INTEL CORE I5 1240P,16GB,256GB,,14.0,,1920x1080,DDR5,Intel Core i5-1240P,100.0,4.0,"16,145",28.0,Intel UHD Graphics 730,fuzzy_tier_validated,100.0,1000,237,15.0,False,12,i5,i5,
7898,95000.0,2025 07 30T12:20:51.000Z,EZZOUAR,,ASPIRE,,12TH GEN INTEL CORE I5 1235U,8GB,512GB,,15.0,,1920x1080 FHD,DDR4,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7899,95000.0,2024 11 16T09:20:35.000Z,EZZOUAR,,LATITUDE,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7900,95000.0,2025 04 27T12:37:53.000Z,CHLEF,,INSPIRON,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,15.6,,1920x1080 FHD,DDR4,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7901,95000.0,2025 06 14T08:57:16.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1235U,16GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7902,95000.0,2025 07 16T14:00:29.000Z,EZZOUAR,,LATITUDE,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,15.0,,1920x1080 FHD,,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7903,95000.0,2024 12 29T13:54:17.000Z,EZZOUAR,BON TAT,LATITUDE,,12TH GEN INTEL CORE I5 1235U,16GB,256GB,,14.0,,1920x1080,,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7904,95000.0,2025 05 22T12:50:30.000Z,CHLEF,,INSPIRON,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,15.6,,1920x1080 FHD,DDR4,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7905,95000.0,2025 08 06T10:56:26.000Z,MOSTAGANEM,,ELITEBOOK,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,14.0,,,,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
7906,95000.0,2025 06 14T17:15:36.000Z,EZZOUAR,,PROBOOK,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,15.6,,1920x1080 FHD,,Intel Core i5-1235U,100.0,2.0,"12,682",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,12,i5,i5,
