name,cpumark,tdp,cat,cores,gpu_name
Intel Core i3-2370M @ 2.40GHz,"1,373",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i3-2375M @ 1.50GHz,898,17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i3-2377M @ 1.50GHz,873,17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i3-3110M @ 2.40GHz,"1,653",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i3-3120M @ 2.50GHz,"1,711",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i3-3130M @ 2.60GHz,"1,906",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i3-3217U @ 1.80GHz,"1,227",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i3-3217UE @ 1.60GHz,"1,362",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i3-3227U @ 1.90GHz,"1,301",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i3-330E @ 2.13GHz,"1,260",35.0,Laptop,2,Intel HD Graphics
Intel Core i3-330M @ 2.13GHz,"1,031",35.0,Laptop,2,Intel HD Graphics
Intel Core i3-330UM @ 1.20GHz,543,18.0,Laptop,2,Intel HD Graphics
Intel Core i3-350M @ 2.27GHz,"1,089",35.0,Laptop,2,Intel HD Graphics
Intel Core i3-370M @ 2.40GHz,"1,171",35.0,Laptop,2,Intel HD Graphics
Intel Core i3-380M @ 2.53GHz,"1,211",35.0,Laptop,2,Intel HD Graphics
Intel Core i3-380UM @ 1.33GHz,748,18.0,Laptop,2,Intel HD Graphics
Intel Core i3-390M @ 2.67GHz,"1,292",35.0,Laptop,2,Intel HD Graphics
Intel Core i3-4000M @ 2.40GHz,"1,799",37.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4005U @ 1.70GHz,"1,650",15.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4010U @ 1.70GHz,"1,659",15.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4012Y @ 1.50GHz,"1,276",11.5,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4025U @ 1.90GHz,"1,954",15.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4030U @ 1.90GHz,"1,874",15.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4030Y @ 1.60GHz,"1,654",11.5,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4100M @ 2.50GHz,"2,518",37.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4110M @ 2.60GHz,"2,678",37.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4110U @ 1.90GHz,"1,860",15.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4120U @ 2.00GHz,"1,948",15.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4158U @ 2.00GHz,"1,874",28.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-4350T @ 3.10GHz,"3,156",35.0,Laptop,2,Intel HD Graphics 4400
Intel Core i3-5005U @ 2.00GHz,"2,012",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i3-5010U @ 2.10GHz,"2,155",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i3-5015U @ 2.10GHz,"2,005",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i3-5020U @ 2.20GHz,"2,236",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i3-5157U @ 2.50GHz,"2,593",28.0,Laptop,2,Intel HD Graphics 5500
Intel Core i3-6006U @ 2.00GHz,"2,276",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-6100E @ 2.70GHz,"3,315",35.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-6100H @ 2.70GHz,"3,003",35.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-6100U @ 2.30GHz,"2,633",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-6102E @ 1.90GHz,"2,349",25.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-6157U @ 2.40GHz,"2,788",28.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-6167U @ 2.70GHz,"3,128",28.0,Laptop,2,Intel HD Graphics 520
Intel Core i3-7020U @ 2.30GHz,"2,569",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i3-7100H @ 3.00GHz,"3,450",35.0,Laptop,2,Intel HD Graphics 620
Intel Core i3-7100U @ 2.40GHz,"2,724",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i3-7102E @ 2.10GHz,"2,599",25.0,Laptop,2,Intel HD Graphics 620
Intel Core i3-7130U @ 2.70GHz,"3,036",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i3-7167U @ 2.80GHz,"3,368",28.0,Laptop,2,Intel HD Graphics 620
Intel Core i3-8100B @ 3.60GHz,"5,920",65.0,Laptop,4,Intel UHD Graphics 620
Intel Core i3-8109U @ 3.00GHz,"4,180",28.0,Laptop,2,Intel UHD Graphics 620
Intel Core i3-8121U @ 2.20GHz,"4,271",15.0,Laptop,2,Intel UHD Graphics 620
Intel Core i3-8130U @ 2.20GHz,"3,520",15.0,Laptop,2,Intel UHD Graphics 620
Intel Core i3-8140U @ 2.10GHz,"3,919",15.0,Laptop,2,Intel UHD Graphics 620
Intel Core i3-8145U @ 2.10GHz,"3,778",15.0,Laptop,2,Intel UHD Graphics 620
Intel Core i3-8145UE @ 2.20GHz,"4,010",15.0,Laptop,2,Intel UHD Graphics 620
Intel Core i3-9100TE @ 2.20GHz,"4,589",35.0,Laptop,4,Intel UHD Graphics 630
Intel Core i3-N300,"8,136",7.0,Laptop,8,Intel UHD Graphics
Intel Core i5-10200H @ 2.40GHz,"7,988",45.0,Laptop,4,Intel UHD Graphics
Intel Core i5-10210U @ 1.60GHz,"6,069",15.0,Laptop,4,Intel UHD Graphics
Intel Core i5-10210Y @ 1.00GHz,"4,142",7.0,Laptop,4,Intel UHD Graphics
Intel Core i5-1030NG7 @ 1.10GHz,"5,602",10.0,Laptop,4,Intel Iris Plus Graphics G7
Intel Core i5-10310U @ 1.70GHz,"5,884",15.0,Laptop,4,Intel UHD Graphics
Intel Core i5-1035G1 @ 1.00GHz,"7,153",15.0,Laptop,4,Intel Iris Plus Graphics
Intel Core i5-1035G4 @ 1.10GHz,"7,661",15.0,Laptop,4,Intel Iris Plus Graphics
Intel Core i5-1035G7 @ 1.20GHz,"8,012",15.0,Laptop,4,Intel Iris Plus Graphics
Intel Core i5-1038NG7 @ 2.00GHz,"8,805",28.0,Laptop,4,Intel Iris Plus Graphics G7
Intel Core i5-10400H @ 2.60GHz,"8,250",45.0,Laptop,4,Intel UHD Graphics
Intel Core i5-10500H @ 2.50GHz,"10,977",45.0,Laptop,6,Intel UHD Graphics
Intel Core i5-11260H @ 2.60GHz,"15,391",45.0,Laptop,6,Intel UHD Graphics
Intel Core i5-11300H @ 3.10GHz,"10,769",35.0,Laptop,4,Intel UHD Graphics
Intel Core i5-1130G7 @ 1.10GHz,"8,199",15.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i5-11320H @ 3.20GHz,"10,840",35.0,Laptop,4,Intel UHD Graphics
Intel Core i5-1135G7 @ 2.40GHz,"9,399",15.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i5-11400H @ 2.70GHz,"15,221",45.0,Laptop,6,Intel UHD Graphics
Intel Core i5-1145G7 @ 2.60GHz,"9,257",28.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i5-11500H @ 2.90GHz,"15,634",45.0,Laptop,6,Intel UHD Graphics
Intel Core i5-1155G7 @ 2.50GHz,"9,685",28.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i5-1230U,"11,061",9.0,Laptop,2,Intel UHD Graphics 730
Intel Core i5-1240P,"16,145",28.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-1240U,"13,757",29.0,Laptop,2,Intel UHD Graphics 730
Intel Core i5-12450H,"16,064",45.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-12450HX,"17,936",148.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-12500H,"20,442",45.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-1250P,"19,108",28.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-12600H,"20,781",45.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-12600HX,"24,205",55.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-1334U,"13,245",15.0,Laptop,2,Intel UHD Graphics 730
Intel Core i5-1335U,"13,994",15.0,Laptop,2,Intel UHD Graphics 730
Intel Core i5-1340P,"18,557",28.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-13420H,"17,125",45.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-13450HX,"24,837",55.0,Laptop,6,Intel UHD Graphics 730
Intel Core i5-1345U,"14,177",15.0,Laptop,2,Intel UHD Graphics 730
Intel Core i5-13500H,"21,057",45.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-13500HX,"27,858",55.0,Laptop,6,Intel UHD Graphics 730
Intel Core i5-1350P,"18,735",28.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-13600H,"22,980",45.0,Laptop,4,Intel UHD Graphics 730
Intel Core i5-13600HX,"27,448",55.0,Laptop,6,Intel UHD Graphics 730
Intel Core i5-14500HX,"28,377",55.0,Laptop,6,Intel UHD Graphics 730
Intel Core i5-2410M @ 2.30GHz,"1,957",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2430M @ 2.40GHz,"2,017",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2435M @ 2.40GHz,"2,031",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2450M @ 2.50GHz,"2,079",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2467M @ 1.60GHz,"1,405",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2510E @ 2.50GHz,"1,884",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2520M @ 2.50GHz,"2,241",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2537M @ 1.40GHz,"1,134",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2540M @ 2.60GHz,"2,350",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2557M @ 1.70GHz,"1,641",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-2560M @ 2.70GHz,"2,397",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i5-3210M @ 2.50GHz,"2,468",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3230M @ 2.60GHz,"2,569",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3317U @ 1.70GHz,"2,019",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3320M @ 2.60GHz,"2,657",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3337U @ 1.80GHz,"2,088",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3340M @ 2.70GHz,"2,689",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3360M @ 2.80GHz,"2,880",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3380M @ 2.90GHz,"2,941",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3427U @ 1.80GHz,"2,259",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3437U @ 1.90GHz,"2,167",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-3610ME @ 2.70GHz,"2,652",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i5-4200M @ 2.50GHz,"2,806",37.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4200U @ 1.60GHz,"2,177",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4210H @ 2.90GHz,"3,081",47.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4210M @ 2.60GHz,"2,904",37.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4210U @ 1.70GHz,"2,315",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4220Y @ 1.60GHz,"1,719",11.5,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4230U @ 1.90GHz,"1,853",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4250U @ 1.30GHz,"2,138",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4258U @ 2.40GHz,"2,614",28.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4260U @ 1.40GHz,"2,313",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4278U @ 2.60GHz,"2,826",28.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4288U @ 2.60GHz,"2,664",28.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4300M @ 2.60GHz,"2,962",37.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4300U @ 1.90GHz,"2,487",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4308U @ 2.80GHz,"2,985",28.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-430M @ 2.27GHz,"1,211",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-430UM @ 1.20GHz,627,18.0,Laptop,2,Intel HD Graphics
Intel Core i5-4310M @ 2.70GHz,"3,049",37.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4310U @ 2.00GHz,"2,535",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4330M @ 2.80GHz,"3,202",37.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4340M @ 2.90GHz,"3,380",37.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4350U @ 1.40GHz,"2,425",15.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4402E @ 1.60GHz,"2,681",25.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-4422E @ 1.80GHz,"1,907",25.0,Laptop,2,Intel HD Graphics 4600
Intel Core i5-450M @ 2.40GHz,"1,267",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-460M @ 2.53GHz,"1,322",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-470UM @ 1.33GHz,782,18.0,Laptop,2,Intel HD Graphics
Intel Core i5-480M @ 2.67GHz,"1,325",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-5200U @ 2.20GHz,"2,503",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i5-520M @ 2.40GHz,"1,732",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-520UM @ 1.07GHz,932,18.0,Laptop,2,Intel HD Graphics
Intel Core i5-5250U @ 1.60GHz,"2,448",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i5-5257U @ 2.70GHz,"2,832",23.0,Laptop,2,Intel HD Graphics 5500
Intel Core i5-5287U @ 2.90GHz,"3,085",28.0,Laptop,2,Intel HD Graphics 5500
Intel Core i5-5300U @ 2.30GHz,"2,705",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i5-5350U @ 1.80GHz,"2,587",15.0,Laptop,2,Intel HD Graphics 5500
Intel Core i5-540M @ 2.53GHz,"1,798",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-540UM @ 1.20GHz,"1,002",18.0,Laptop,2,Intel HD Graphics
Intel Core i5-560M @ 2.67GHz,"1,893",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-560UM @ 1.33GHz,"1,015",18.0,Laptop,2,Intel HD Graphics
Intel Core i5-580M @ 2.67GHz,"1,987",35.0,Laptop,2,Intel HD Graphics
Intel Core i5-6198DU @ 2.30GHz,"3,109",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6200U @ 2.30GHz,"2,989",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6260U @ 1.80GHz,"3,183",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6267U @ 2.90GHz,"3,358",28.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6287U @ 3.10GHz,"3,801",28.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6300HQ @ 2.30GHz,"4,666",45.0,Laptop,4,Intel HD Graphics 520
Intel Core i5-6300U @ 2.40GHz,"3,203",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6350HQ @ 2.30GHz,"4,255",45.0,Laptop,4,Intel HD Graphics 520
Intel Core i5-6360U @ 2.00GHz,"3,126",15.0,Laptop,2,Intel HD Graphics 520
Intel Core i5-6440EQ @ 2.70GHz,"5,329",45.0,Laptop,4,Intel HD Graphics 530
Intel Core i5-6440HQ @ 2.60GHz,"5,009",45.0,Laptop,4,Intel HD Graphics 530
Intel Core i5-6442EQ @ 1.90GHz,"4,483",25.0,Laptop,4,Intel HD Graphics 530
Intel Core i5-7200U @ 2.50GHz,"3,373",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i5-7260U @ 2.20GHz,"3,952",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i5-7267U @ 3.10GHz,"3,626",28.0,Laptop,2,Intel HD Graphics 620
Intel Core i5-7287U @ 3.30GHz,"3,743",28.0,Laptop,2,Intel HD Graphics 620
Intel Core i5-7300HQ @ 2.50GHz,"5,085",45.0,Laptop,4,Intel HD Graphics 620
Intel Core i5-7300U @ 2.60GHz,"3,634",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i5-7360U @ 2.30GHz,"3,828",15.0,Laptop,2,Intel HD Graphics 620
Intel Core i5-7440EQ @ 2.90GHz,"5,711",45.0,Laptop,4,Intel HD Graphics 630
Intel Core i5-7440HQ @ 2.80GHz,"5,451",45.0,Laptop,4,Intel HD Graphics 630
Intel Core i5-7442EQ @ 2.10GHz,"4,834",25.0,Laptop,4,Intel HD Graphics 630
Intel Core i5-7Y54 @ 1.20GHz,"2,585",4.5,Laptop,2,Intel HD Graphics 615
Intel Core i5-7Y57 @ 1.20GHz,"2,584",4.5,Laptop,2,Intel HD Graphics 615
Intel Core i5-8200Y @ 1.30GHz,"2,245",5.0,Laptop,2,Intel UHD Graphics 620
Intel Core i5-8210Y @ 1.60GHz,"2,725",7.0,Laptop,2,Intel UHD Graphics 620
Intel Core i5-8250U @ 1.60GHz,"5,800",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8257U @ 1.40GHz,"7,404",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8259U @ 2.30GHz,"7,827",28.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8260U @ 1.60GHz,"7,283",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8265U @ 1.60GHz,"5,807",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8265UC @ 1.60GHz,"5,187",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8279U @ 2.40GHz,"7,445",28.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8300H @ 2.30GHz,"7,365",45.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8305G @ 2.80GHz,"6,801",65.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8350U @ 1.70GHz,"6,104",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8365U @ 1.60GHz,"5,951",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8365UE @ 1.60GHz,"5,504",15.0,Laptop,4,Intel UHD Graphics 620
Intel Core i5-8400H @ 2.50GHz,"7,494",45.0,Laptop,4,Intel UHD Graphics 630
Intel Core i5-8500B @ 3.00GHz,"8,887",65.0,Laptop,6,Intel UHD Graphics 630
Intel Core i5-9300H @ 2.40GHz,"7,427",45.0,Laptop,4,Intel UHD Graphics 630
Intel Core i5-9300HF @ 2.40GHz,"7,256",45.0,Laptop,4,Intel UHD Graphics 630
Intel Core i5-9400H @ 2.50GHz,"7,802",45.0,Laptop,4,Intel UHD Graphics 630
Intel Core i5-9500TE @ 2.20GHz,"9,776",35.0,Laptop,6,Intel UHD Graphics 630
Intel Core i5-L16G7 @ 1.40GHz,"3,279",7.0,Laptop,5,Intel UHD Graphics
Intel Core i7-10510U @ 1.80GHz,"6,394",15.0,Laptop,4,Intel UHD Graphics
Intel Core i7-10510Y @ 1.20GHz,"3,597",7.0,Laptop,4,Intel UHD Graphics
Intel Core i7-1060NG7 @ 1.20GHz,"6,476",10.0,Laptop,4,Intel Iris Plus Graphics G7
Intel Core i7-10610U @ 1.80GHz,"6,579",15.0,Laptop,4,Intel UHD Graphics
Intel Core i7-1065G7 @ 1.30GHz,"8,135",15.0,Laptop,4,Intel Iris Plus Graphics
Intel Core i7-1068NG7 @ 2.30GHz,"9,184",28.0,Laptop,4,Intel Iris Plus Graphics G7
Intel Core i7-10700TE @ 2.00GHz,"13,505",35.0,Laptop,8,Intel UHD Graphics
Intel Core i7-10710U @ 1.10GHz,"9,256",15.0,Laptop,6,Intel UHD Graphics
Intel Core i7-10750H @ 2.60GHz,"11,503",45.0,Laptop,6,Intel UHD Graphics
Intel Core i7-10810U @ 1.10GHz,"8,029",15.0,Laptop,6,Intel UHD Graphics
Intel Core i7-10850H @ 2.70GHz,"11,586",45.0,Laptop,6,Intel UHD Graphics
Intel Core i7-10870H @ 2.20GHz,"14,031",45.0,Laptop,8,Intel UHD Graphics
Intel Core i7-10875H @ 2.30GHz,"14,474",45.0,Laptop,8,Intel UHD Graphics
Intel Core i7-11370H @ 3.30GHz,"11,550",35.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-11375H @ 3.30GHz,"11,711",35.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-11390H @ 3.40GHz,"9,782",35.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-11600H @ 2.90GHz,"15,331",45.0,Laptop,6,Intel UHD Graphics
Intel Core i7-1160G7 @ 1.20GHz,"8,689",15.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-1165G7 @ 2.80GHz,"9,839",15.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-11800H @ 2.30GHz,"19,776",45.0,Laptop,8,Intel UHD Graphics
Intel Core i7-1180G7 @ 1.30GHz,"7,885",15.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-11850H @ 2.50GHz,"19,831",45.0,Laptop,8,Intel UHD Graphics
Intel Core i7-1185G7 @ 3.00GHz,"10,010",15.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-1195G7 @ 2.90GHz,"10,432",28.0,Laptop,4,Intel Iris Xe Graphics
Intel Core i7-1250U,"11,288",9.0,Laptop,2,Intel UHD Graphics 770
Intel Core i7-1255U,"13,087",15.0,Laptop,2,Intel UHD Graphics 770
Intel Core i7-1260P,"16,583",28.0,Laptop,4,Intel UHD Graphics 770
Intel Core i7-1260U,"13,278",9.0,Laptop,2,Intel UHD Graphics 770
Intel Core i7-12650H,"21,651",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-12700H,"25,280",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-1270P,"16,591",28.0,Laptop,4,Intel UHD Graphics 770
Intel Core i7-12800H,"23,957",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-12800HX,"31,228",55.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-1280P,"20,096",28.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-12850HX,"30,601",55.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-1355U,"14,085",15.0,Laptop,2,Intel UHD Graphics 770
Intel Core i7-1360P,"18,492",28.0,Laptop,4,Intel UHD Graphics 770
Intel Core i7-13620H,"23,624",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-13650HX,"30,443",55.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-1365U,"13,840",15.0,Laptop,2,Intel UHD Graphics 770
Intel Core i7-13700H,"26,106",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-13700HX,"32,047",55.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-13700TE,"22,026",35.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-13705H,"25,627",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-1370P,"19,991",28.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-13800H,"26,357",45.0,Laptop,6,Intel UHD Graphics 770
Intel Core i7-13850HX,"36,460",55.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-14650HX,"34,187",55.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-14700HX,"37,001",55.0,Laptop,8,Intel UHD Graphics 770
Intel Core i7-2610UE @ 1.50GHz,"1,527",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2617M @ 1.50GHz,"1,687",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2620M @ 2.70GHz,"2,426",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2630QM @ 2.00GHz,"3,557",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2630UM @ 1.60GHz,400,17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2635QM @ 2.00GHz,"3,476",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2637M @ 1.70GHz,"1,903",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2640M @ 2.80GHz,"2,450",35.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2670QM @ 2.20GHz,"3,735",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2675QM @ 2.20GHz,"3,724",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2677M @ 1.80GHz,"1,882",17.0,Laptop,2,Intel HD Graphics 3000
Intel Core i7-2710QE @ 2.10GHz,"3,749",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2715QE @ 2.10GHz,"3,221",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2720QM @ 2.20GHz,"4,031",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2760QM @ 2.40GHz,"4,308",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2820QM @ 2.30GHz,"4,367",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2840QM @ 2.40GHz,"3,842",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2860QM @ 2.50GHz,"4,575",45.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2920XM @ 2.50GHz,"4,318",55.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-2960XM @ 2.70GHz,"4,646",55.0,Laptop,4,Intel HD Graphics 3000
Intel Core i7-3517U @ 1.90GHz,"2,108",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i7-3517UE @ 1.70GHz,"2,384",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i7-3520M @ 2.90GHz,"2,839",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i7-3537U @ 2.00GHz,"2,356",17.0,Laptop,2,Intel HD Graphics 4000
Intel Core i7-3540M @ 3.00GHz,"2,984",35.0,Laptop,2,Intel HD Graphics 4000
Intel Core i7-3555LE @ 2.50GHz,"2,238",25.0,Laptop,2,Intel HD Graphics 4000
Intel Core i7-3610QE @ 2.30GHz,"5,333",45.0,Laptop,4,Intel HD Graphics 4000
Intel Core i7-3610QM @ 2.30GHz,"5,136",45.0,Laptop,4,Intel HD Graphics 4000
Intel Core i7-3612QE @ 2.10GHz,"4,929",35.0,Laptop,4,Intel HD Graphics 4000
Intel Core i7-3612QM @ 2.10GHz,"4,665",35.0,Laptop,4,Intel HD Graphics 4000
Intel Core i7-3615QE @ 2.30GHz,"5,617",45.0,Laptop,4,Intel HD Graphics 4000
Intel Core i7-3615QM @ 2.30GHz,"5,167",45.0,Laptop,4,Intel HD Graphics 4000
Intel Core i7-3630QM @ 2.40GHz,"5,128",45.0,Laptop,4,Intel HD Graphics 4000
